,Unnamed: 0.1,Unnamed: 0,Star Name,Planet Name,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Cumulative time (days),Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Telescope,ESM,pl_g,ASM,Tier1_SNR,Tier1 Transit S/N,Tier2_SNR,Tier2 Transit S/N,Tier3_SNR,Tier3 Transit S/N,cumulative transit [days],N cumulative transit [days]
108,332,332,HAT-P-51 b,HAT-P-51 b,1.0,13.01625582,25.53497266,5.720399381,39.98424692,76.91695845,Transit,1,13,26,1,0,1,0.98,-0.03,0.03,5449.0,-50.0,50.0,1.04,-0.03,0.04,440.089,-7.901,8.189,4.39,-0.03,0.03,Gaia DR2 316706322857704960,11.645,12.039,11.614,13.51,13.2846,11.527,0,0.27,-0.08,0.08,[Fe/H],8.2,-1.7,1.7,G7,21.0651251,32.8107,14.49321209,0.605284959,-0.605284959,1.293,0.054,-0.054,98.84463445,6.038739725,-6.038739725,0.311,0.019,-0.019,0,1,39.8,4.2180278,1234.076959,-5.9e-06,5.9e-06,1150.222193,7592409610.0,0.050785349,0.3,2.3,12102.60116,0.277,1,88.48,-0.57,0.57,0.0,,,1,,,,6194.12204,0.0004,-0.0004,0,6196.231054,0.0,,,,1,2015,Ariel,39.49632501,4.797996743,2.395361605,6.084349761,9.852478208,1.517048803,2.495206684,1.072729611,1.764264351,47.15968187590276,398.89956209447917
109,470,470,HD 219134 c,HD 219134 c,9.892524627,31.45527132,54.43969095,558.660592,1144.800295,2156.782242,Transit,10,31,54,0,0,0,0.81,-0.03,0.03,4699.0,-16.0,16.0,0.78,-0.01,0.01,6.53127,-0.00385,0.00384,4.57,-0.02,0.02,Gaia DR2 2009481748875806976,3.469,3.981,3.261,5.56911,5.2402,,0,0.11,-0.04,0.04,[Fe/H],11.0,-2.2,2.2,K3 V,348.3372026,57.1696255,1.513212399,0.044835923,-0.044835923,0.135,0.004,-0.004,4.360605738,0.219301601,-0.219301601,0.01372,0.00069,-0.00069,0,1,1.697,6.76458,2185.171289,-0.00033,0.00033,757.5548004,9762331350.0,0.065299875,0.3,2.3,6331.15449,0.813,1,87.28,-0.1,0.1,0.062,-0.039,0.039,0,70.0,-35.0,24.0,7474.04591,0.00088,-0.00088,0,7477.4282,7114.511673,0.0318,0.0019,-0.0019,1,2015,Ariel,16.91660283,19.41704709,1.382878824,1.295142836,9.83619275,0.324739191,2.494283034,0.22961692,1.763618852,47.37951362902776,402.41687014447916
110,207,207,HAT-P-64 b,HAT-P-64 b,1.0,11.2890232,22.13910659,1.108698186,8.726896015,17.20600805,Eclipse,1,9,17,0,0,0,1.3,-0.02,0.02,6457.0,-29.0,29.0,1.74,-0.03,0.04,651.897,-14.728,15.413,4.07,-0.01,0.01,Gaia DR2 3279418602369232000,11.225,11.485,11.123,12.855,12.6221,11.058,0,-0.113,-0.056,0.027,[Fe/H],2.88,-0.13,0.13,,68.9743955,2.4312732,19.08889418,0.784628651,-0.784628651,1.703,0.07,-0.07,184.3404758,57.20911319,-41.31769286,0.58,0.18,-0.13,0,1,62.0,4.007232,697.1412542,-1.7e-06,1.7e-06,1710.891413,8061986906.0,0.053926334,0.3,2.3,17874.71735,0.232,1,88.01,-0.7,0.7,0.0,,,1,,,,7751.46354,0.00063,-0.00063,0,7753.467156,0.0,,,,1,2021,Ariel,50.50637487,5.158165913,2.799631678,13.1539469,9.830987797,3.258779971,2.486727924,2.30432953,1.758262142,48.000163537013876,412.3472686722569
111,187,187,WASP-126 b,WASP-126 b,1.0,8.32155035,16.30781687,1.0,7.306512976,14.3558058,Eclipse,1,7,14,0,0,0,1.12,,,5800.0,,,1.27,,,216.526,-0.928,0.936,4.28,-0.07,0.03,Gaia DR2 4666498154837086208,9.659,9.962,9.598,10.994,11.0665,9.566,0,0.207,-0.046,0.046,[M/H],6.4,-1.6,1.6,G2,63.374706,-69.2265926,10.7606215,1.120898073,-0.560449037,0.96,0.1,-0.05,88.99195385,12.71313626,-12.71313626,0.28,0.04,-0.04,0,1,36.0,3.28883,623.5235658,-3.71e-05,3.71e-05,1437.591398,6724576485.0,0.044980445,0.3,2.3,12334.99421,0.3,1,89.51,-0.435,0.435,0.0,,,1,,,,9363.488348,0.000529,-0.000529,0,9365.132763,0.0,0.698509,0.001531,-0.001531,1,2016,Ariel,51.62379117,7.836320225,3.014669271,9.918841068,9.801254872,2.465016375,2.481047928,1.743050586,1.754250428,48.42846194708332,419.20004323336804
112,542,542,LTT 1445 A b,LTT 1445 A b,1.0,7.65496696,14.92212098,1660.879311,8535.258614,21603.9042,Transit,1,8,15,0,0,0,0.26,-0.01,0.01,3340.0,-150.0,150.0,0.27,-0.01,0.01,6.86929,-0.003805,0.003805,4.97,-0.06,0.06,Gaia DR2 5153091836072107136,6.774,7.294,6.496,10.59,10.0469,6.405,0,-0.34,-0.09,0.09,[Fe/H],,,,M2.5V,45.4624781,-16.5944956,1.300241765,0.067253884,-0.056044904,0.116,0.006,-0.005,2.869990512,0.260619293,-0.251084441,0.00903,0.00082,-0.00079,0,1,2.6,5.3587657,3188.149957,-4.2e-06,4.3e-06,440.6087076,5722673148.0,0.03827875,0.1,2.3,4983.008788,0.17,1,89.68,-0.29,0.22,0.0,,,1,-139.0,-76.0,120.0,8412.70851,0.0004,-0.00039,0,8415.387893,0.0,0.203,0.012,-0.012,2,2019,Ariel,6.324269865,17.30885666,1.570624641,0.243595907,9.791204419,0.061026776,2.492430448,0.043139205,1.762331034,48.60148308555554,421.9683814489236
113,92,92,TOI-640 b,TOI-640 b,1.0,8.414599985,16.46832877,1.0,2.263395584,4.485387982,Eclipse,1,2,4,0,0,0,1.54,-0.08,0.07,6460.0,-150.0,130.0,2.08,-0.06,0.06,341.997,-2.794,2.839,3.99,-0.04,0.03,Gaia DR2 5580554052549277056,9.327,9.519,9.243,10.51,10.4006,9.214,0,0.072,-0.076,0.085,[Fe/H],1.99,-0.4,0.55,,99.7345935,-36.64613,19.85110487,0.672538844,-0.627702921,1.771,0.06,-0.056,279.6889978,50.85254506,-50.85254506,0.88,0.16,-0.16,0,1,78.0,5.0037775,262.195152,-4.8e-06,4.8e-06,1689.534868,9891683532.0,0.066165107,0.3,2.3,12978.04309,0.8763,1,82.54,-0.59,0.42,0.05,-0.035,0.054,0,159.0,-99.0,86.0,8459.73877,0.00071,-0.00083,0,8462.240659,13451.6203,0.764,0.016,-0.015,2,2021,Ariel,88.99487289,7.236726497,4.717950496,18.73943552,9.780358832,4.642439963,2.473913991,3.282733217,1.749201924,49.0521095817361,429.62903188399304
114,45,45,HD 2685 b,HD 2685 b,1.0,8.451067744,16.46870161,1.0,1.0,1.863590598,Eclipse,1,1,2,0,0,0,1.43,-0.04,0.05,6801.0,-76.0,76.0,1.56,-0.05,0.05,196.852,-0.771,0.777,4.21,-0.03,0.03,Gaia DR2 4684205720883329920,8.651,8.825,8.595,9.595,9.52025,8.552,0,0.02,-0.06,0.06,[Fe/H],1.31,-0.47,0.34,,7.3289156,-76.304032,16.14093225,0.560449037,-0.560449037,1.44,0.05,-0.05,371.8592357,38.13940879,-38.13940879,1.17,0.12,-0.12,0,1,117.4,4.12688,122.365883,-4e-05,5e-05,1663.007513,8487071993.0,0.056769712,0.3,2.3,14168.07515,0.5,1,86.33513769,-0.444,0.415,0.091,-0.047,0.039,0,184.36,-6.56,6.27,8325.78297,0.0002,-0.0002,0,8327.84641,13973.39004,1.099,4e-06,-4e-06,2,2019,Ariel,129.5191543,14.55316613,6.659862263,27.89659799,9.731883924,6.902244092,2.460857884,4.88065373,1.739968604,49.54405663555554,437.9921317989236
115,56,56,WASP-7 b,WASP-7 b,1.0,8.38694433,16.31328995,1.0,1.098661778,2.1614617,Eclipse,1,1,2,0,0,0,1.28,-0.07,0.07,6400.0,-100.0,100.0,1.43,-0.09,0.09,162.303,-1.276,1.296,4.23,-0.05,0.05,Gaia DR2 6681720724498802176,8.414,8.648,8.396,9.504,9.37671,8.357,0,0.0,-0.1,0.1,[Fe/H],2.4,-1.1,0.9,,311.0427558,-39.2254856,14.90794437,1.042435208,-1.042435208,1.33,0.093,-0.093,344.2081643,29.55804181,-27.96889978,1.083,0.093,-0.088,0,1,109.4,4.9546416,154.1243085,-3.5e-06,3.5e-06,1436.033837,9239379367.0,0.061801869,0.3,2.3,16063.03734,0.08,1,87.03,-0.93,0.93,0.034,-0.024,0.045,0,109.0,-55.0,170.0,5446.63493,0.0003,-0.0003,0,5449.112251,17130.11869,0.579,0.013,-0.026,1,2008,Ariel,120.9722082,15.79144181,6.222834708,24.06739623,9.69748163,5.967525829,2.453099467,4.21970589,1.734485192,50.101800987638875,447.47378578434024
116,393,393,TOI-201 b,TOI-201 b,1.0,7.679040946,14.62887542,17.84919517,93.24414488,166.5532377,Transit,1,8,15,0,0,0,1.32,-0.03,0.03,6394.0,-75.0,75.0,1.32,-0.01,0.01,113.825,-0.345,0.347,4.32,-0.01,0.01,Gaia DR2 4767547667180525696,7.923,8.103,7.846,9.07,8.94004,7.782,0,0.24,-0.036,0.036,[Fe/H],0.87,-0.49,0.46,F6 V,87.4017825,-54.910423,11.29865258,0.134507769,-0.168134711,1.008,0.012,-0.015,133.4879308,15.89142033,-9.534852198,0.42,0.05,-0.03,0,1,19.0,52.97818,1604.36199,-4e-05,4e-05,662.837095,45305818407.0,0.303048953,0.1,2.3,28212.18381,0.5,1,89.41947337,,,0.28,-0.09,0.06,0,82.0,-9.0,14.0,8376.052,0.0003,-0.0003,0,8402.54109,49859.52016,0.678,2.5e-05,-2.5e-05,2,2021,Ariel,19.30151824,10.66166017,1.814001902,2.096749783,9.654210665,0.524436133,2.44216854,0.37078732,1.726756422,51.08139070326387,464.12681094996526
117,433,433,GJ 486 b,GJ 486 b,1.01398204,8.97024985,17.59025605,67.42619378,449.4051458,803.5980023,Transit,1,9,18,0,0,0,0.32,-0.01,0.01,3340.0,-54.0,54.0,0.33,-0.01,0.01,8.07426,-0.004095,0.004095,4.89,,,Gaia DR2 3735000631158990976,6.666,7.195,6.362,11.39,10.094,,0,0.07,-0.16,0.16,[Fe/H],,,,M3.5 V,191.981531,9.7494181,1.300241765,0.067253884,-0.067253884,0.116,0.006,-0.006,2.819137966,0.111239942,-0.120774795,0.00887,0.00035,-0.00038,0,1,3.37,1.467119,1833.830578,-3e-05,3.1e-05,680.5276106,2585779771.0,0.017296186,0.3,2.3,3540.050625,0.314569323,1,88.4,-1.4,1.1,0.0,,,1,,,,8931.15935,0.00042,-0.00042,0,8931.892909,0.0,0.159953,0.005817,-0.005817,1,2021,Ariel,19.34785496,17.00216595,2.068733713,1.184327163,9.61826848,0.298299878,2.448408203,0.210918982,1.731204079,51.20430912774304,466.2164241661111
118,340,340,Kepler-12 b,Kepler-12 b,1.078434981,18.90416968,37.0776304,5.981836839,43.34255336,84.08687756,Transit,1,19,37,1,0,1,1.17,-0.05,0.05,5947.0,-100.0,100.0,1.48,-0.03,0.03,881.386,-9.643,9.854,4.17,-0.01,0.02,Gaia DR2 2133599775377340672,12.107,12.406,12.066,13.468,13.3596,12.051,0,0.07,-0.04,0.04,[Fe/H],4.0,-0.4,0.3,,286.2434458,50.0403671,19.6605522,0.347478403,-0.403523306,1.754,0.031,-0.036,137.6197001,13.34879308,-12.71313626,0.433,0.042,-0.04,0,1,48.3,4.4379629,1268.384133,-6e-07,6e-07,1429.526972,8331995856.0,0.055732414,0.3,2.3,16775.48734,0.168,1,88.796,-0.074,0.088,0.0,,,0,182.0,-98.0,97.0,5004.00915,1e-05,-1e-05,0,5006.228131,0.0,1.67211,0.00052,-0.00052,1,2011,Ariel,39.1634468,3.630156328,2.04988506,7.890098457,9.605449426,1.95971268,2.431040512,1.385740621,1.71889112,51.78679132704859,476.11862155430555
119,76,76,KELT-12 b,KELT-12 b,1.0,8.760590161,17.09907266,1.0,1.772300898,3.504936017,Eclipse,1,2,4,0,0,0,1.59,-0.09,0.07,6279.0,-51.0,51.0,2.37,-0.17,0.17,368.03,-3.106,3.157,3.89,-0.05,0.05,Gaia DR2 4608935250790855296,9.385,9.631,9.362001,10.585,10.4842,9.322,0,0.19,-0.085,0.084,[Fe/H],2.2,-0.1,0.1,,267.6404906,36.5701761,19.9519857,1.905526724,-1.793436917,1.78,0.17,-0.16,301.9369863,44.49597692,-44.49597692,0.95,0.14,-0.14,0,1,82.0,5.031623,216.1703255,-3.1e-05,3.2e-05,1740.409831,10034654338.0,0.067121434,0.3,2.3,20619.66162,0.586,1,84.47,-0.95,1.1,0.0,,,0,,,,7083.660459,0.000894,-0.000894,0,7086.176271,0.0,0.596,0.029,-0.028,1,2017,Ariel,71.02848763,7.733573371,4.231189829,21.31183197,9.565765462,5.283929589,2.420086174,3.736351378,1.711143585,52.50275179996525,488.2899495938889
120,252,252,WASP-153 b,WASP-153 b,1.0,11.81517115,23.18788631,1.824235231,14.37570296,28.24135044,Transit,1,12,23,0,0,0,1.34,-0.09,0.09,5914.0,-64.0,64.0,1.73,-0.09,0.1,610.176,-8.762,9.017,4.1,-0.06,0.06,Gaia DR2 2110106372987465216,11.138,11.408,11.051,12.591,12.4967,10.978,0,0.34,-0.11,0.11,[Fe/H],4.0,-0.8,0.8,G0,279.2624729,40.0186905,17.37392013,1.120898073,-0.896718458,1.55,0.1,-0.08,123.9530786,6.356568132,-6.356568132,0.39,0.02,-0.02,0,1,44.0,3.332609,890.1678852,-2e-06,2e-06,1653.158679,7202044843.0,0.048174213,0.3,2.3,13866.94476,0.615274863,1,84.1,-0.7,0.7,0.0,,,1,,,,3142.542,0.003,-0.003,0,3144.208304,0.0,,,,1,2017,Ariel,45.85753663,4.186950439,2.577080043,10.04977633,9.527501554,2.495533748,2.411409044,1.764634656,1.705010726,52.984242937465254,496.47529893138886
121,304,304,HAT-P-44 b,HAT-P-44 b,1.0,12.28061766,24.09432974,4.304463888,29.79054404,57.14928739,Transit,1,12,24,0,0,0,0.94,-0.04,0.04,5295.0,-100.0,100.0,0.95,-0.04,0.08,347.85,-2.199,2.226,4.46,-0.06,0.06,Gaia DR2 1506159170017461888,11.36,11.729,11.275,13.225,12.9729,11.242,0,0.33,-0.1,0.1,[Fe/H],7.5,-3.6,3.6,,213.1438604,47.0147826,13.92155407,1.188151957,-0.571658017,1.242,0.106,-0.051,111.8755991,9.217023791,-9.217023791,0.352,0.029,-0.029,0,1,45.9,4.301219,1103.586796,-1.9e-05,1.9e-05,1068.72269,7585804304.0,0.050741166,0.3,2.3,11569.74702,0.172,1,89.1,-0.4,0.4,0.044,-0.052,0.052,0,113.0,-90.0,90.0,5696.93695,0.00024,-0.00024,0,5699.08756,12546.50877,,,,1,2014,Ariel,45.64939409,5.885672346,2.787381189,6.267936209,9.523168986,1.564887714,2.412365662,1.106556088,1.705691987,53.38597026454859,503.3046634918055
122,198,198,WASP-11 b,WASP-11 b,1.0,8.354302044,16.38435315,1.0,8.091826203,15.72079419,Eclipse,1,8,16,0,0,0,1.42,-0.43,0.43,4800.0,-100.0,100.0,0.89,-0.08,0.08,124.73,-2.044,2.112,4.45,-0.2,0.2,Gaia DR2 123376685084303360,9.56,10.015,9.421,11.567,11.5535,9.373,0,0.0,,,[Fe/H],7.6,-3.0,5.8,K3 V,47.3689472,30.6733817,12.44196861,1.120898073,-1.120898073,1.11,0.1,-0.1,169.0847123,6.674396538,-6.356568132,0.532,0.021,-0.02,0,1,80.6,3.72247,661.0901066,-7e-06,7e-06,918.6150117,7904630350.0,0.052873782,0.3,2.3,9044.900907,0.054,1,89.8,-0.5,0.5,0.0,,,0,146.0,-52.0,95.0,6200.28683,9e-05,-9e-05,0,6202.148065,0.0,1.6,0.025,-0.025,1,2008,Ariel,79.54702919,11.13684779,5.64490503,8.897272853,9.518266404,2.22811451,2.413184495,1.575519963,1.70627583,53.70002932381942,508.6436674994097
123,195,195,WASP-55 b,WASP-55 b,1.0,10.21233597,20.04377274,1.060663461,7.836005632,15.23907599,Eclipse,1,8,15,0,0,0,1.11,-0.35,0.35,5900.0,-100.0,100.0,1.09,-0.11,0.11,297.462,-3.858,3.959,4.3,-0.1,0.1,Gaia DR2 3603529272750802560,10.443,10.775,10.396,11.753,11.7747,10.323,0,-0.2,,,[Fe/H],1.1,-0.6,0.9,,203.7581951,-17.5034961,14.90794437,1.457167495,-1.457167495,1.33,0.13,-0.13,181.4800202,14.3022783,-13.34879308,0.571,0.045,-0.042,0,1,70.1,4.46563,648.5291936,-4e-06,4e-06,1225.292031,8221053300.0,0.054990323,0.3,2.3,12742.29283,0.07,1,89.6,-0.2,0.2,0.0,,,0,,,,7220.52945,6.3e-05,-5.8e-05,0,7222.762265,0.0,1.6,0.03,-0.03,1,2012,Ariel,68.4850894,8.325866363,3.699751225,10.56851857,9.495102832,2.629117489,2.403250023,1.85908593,1.699241907,54.14247004708331,516.1651597948958
124,516,516,GJ 357 b,GJ 357 b,1.0,7.839278308,15.30493621,679.2121906,4669.52633,7763.250199,Transit,1,8,15,0,0,0,0.34,-0.01,0.01,3505.0,-51.0,51.0,0.34,-0.01,0.01,9.44181,-0.00511,0.00511,4.94,-0.07,0.07,Gaia DR2 5664814198431308288,6.74,7.337,6.475,10.91,9.88036,,0,-0.12,-0.16,0.16,[Fe/H],,,,M2.5 V,144.0074644,-21.6650634,1.2217789,0.078462865,-0.078462865,0.109,0.007,-0.007,1.840226474,0.311471838,-0.311471838,0.00579,0.00098,-0.00098,0,1,1.52,3.93072,2779.03334,-6e-05,8e-05,550.172442,5089858291.0,0.034045875,0.1,2.3,4900.301349,0.34,1,89.12,-0.31,0.37,0.0,,,0,,,,8517.99862,0.00039,-0.00038,0,8519.96398,0.0,0.116426,0.006607,-0.006607,2,2019,Ariel,7.524931419,12.56962084,1.069109003,0.332491345,9.415310021,0.083500501,2.395269986,0.059032977,1.693628169,54.31261939947914,519.2278481380208
125,145,145,HAT-P-40 b,HAT-P-40 b,1.0,9.987040255,19.57042056,1.0,4.37044761,8.634885644,Eclipse,1,4,9,0,0,0,1.03,-0.4,0.4,6080.0,-100.0,100.0,1.94,-0.22,0.22,464.469,-6.361,6.537,3.93,-0.02,0.02,Gaia DR2 1962153854973972096,10.085,10.367,10.009,11.34,11.4162,9.975,0,0.22,,,[Fe/H],2.7,-0.3,0.9,,335.5129199,45.4573423,17.03765071,1.905526724,-1.905526724,1.52,0.17,-0.17,184.6583042,10.48833742,-10.80616582,0.581,0.033,-0.034,0,1,55.5,4.45724,453.5583098,-1e-05,1e-05,1706.731972,8008559396.0,0.053568959,0.3,2.3,22143.25366,0.174,1,88.3,-0.9,0.9,0.0,,,0,,,,6414.9009,0.0005,-0.0005,0,6417.12952,0.0,0.65,0.023,-0.023,1,2012,Ariel,57.74947295,6.486128763,2.986377571,15.18851724,9.384572454,3.768896864,2.374767908,2.665050531,1.679102141,55.081482373784695,533.0673816755208
126,171,171,HAT-P-46 b,HAT-P-46 b,1.0,10.00839638,19.6307971,1.0,6.461012936,12.68785261,Eclipse,1,6,13,0,0,0,1.28,-0.06,0.1,6120.0,-100.0,100.0,1.4,-0.14,0.29,290.736,-4.94,5.11,4.25,-0.11,0.11,Gaia DR2 4177560894633502720,9.972,10.33,9.924,11.997,11.6843,9.842,0,0.3,-0.1,0.1,[Fe/H],2.5,-1.0,0.7,,270.4441831,-2.97098,14.39233126,3.037633778,-1.490794437,1.284,0.271,-0.133,156.6894045,26.06192934,-16.52707714,0.493,0.082,-0.052,0,1,52.2,4.463129,547.9149853,-4.8e-05,4.8e-05,1406.87784,8617757376.0,0.057643862,0.3,2.3,12467.32211,0.626,1,85.5,-2.3,0.8,0.123,-0.12,0.12,0,70.0,-87.0,87.0,5701.33646,0.00047,-0.00047,0,5703.568024,15725.96392,,,,1,2014,Ariel,59.15859329,7.712825067,3.33339678,10.99539727,9.167122982,2.729482168,2.319636714,1.930052329,1.640120858,55.51437550260414,541.2923511230903
127,9,9,TOI-1518 b,TOI-1518 b,1.0,8.501980082,16.87927251,1.0,1.0,1.0,Eclipse,1,1,1,0,0,0,1.79,-0.26,0.26,7300.0,-100.0,100.0,1.95,-0.05,0.05,225.888,-1.666,1.69,4.1,-0.2,0.2,Gaia DR2 2210596444367488384,8.384,8.429,8.325,8.952,8.89529,8.270001,0,-0.1,-0.12,0.12,[Fe/H],,,,F0,352.2675207,67.0348062,21.01683887,0.594075979,-0.594075979,1.875,0.053,-0.053,731.0053352,0.0,0.0,2.3,0.0,0.0,1,0,0.0,1.902603,24.45326838,-1.1e-05,1.1e-05,2488.500269,5458597956.0,0.036512361,0.3,2.3,8159.357671,0.9036,1,77.84,-0.26,0.23,0.0,,,1,,,,8787.049255,9.4e-05,-9.4e-05,0,8788.000556,0.0,0.911,0.000414,-0.000414,1,2021,Ariel,268.0552138,16.87414985,15.4971019,59.69666371,9.042354927,14.79404992,2.285556795,10.46124151,1.616018372,55.797686532847194,546.6752606977084
128,536,536,TOI-1064 c,TOI-1064 c,1.0,7.99736899,15.64762632,1051.318945,8006.445547,15507.98179,Transit,1,8,16,0,0,0,0.75,-0.03,0.03,4734.0,-67.0,67.0,0.73,-0.01,0.01,68.0726,-0.3601,0.3639,4.6,-0.06,0.06,Gaia DR2 6683371847364921088,8.628,9.097,8.467,10.938,10.6491,8.41,0,0.05,-0.08,0.08,[Fe/H],9.4,-3.8,3.8,,296.0039349,-47.5620305,2.656528433,0.044835923,-0.044835923,0.237,0.004,-0.004,2.50130956,1.798908781,-1.999140677,0.00787,0.00566,-0.00629,0,1,0.85,12.226574,3093.47639,-4.3e-05,4.6e-05,653.762121,14118490137.0,0.094438061,0.1,2.3,8557.997503,0.753,1,88.455,-0.056,0.058,0.088,-0.064,0.081,0,25.0,-16.0,22.0,9043.51289,0.00069,-0.00067,0,9049.626177,9219.136347,0.124506,0.010974,-0.010974,2,2022,Ariel,3.598686796,3.613887675,0.353002618,0.220966325,9.008512863,0.055396242,2.284239044,0.03916656,1.615103838,56.094839223923586,552.3211618281598
129,224,224,WASP-42 b,WASP-42 b,1.0,10.20866165,20.02506929,1.421863458,10.50371757,21.57018251,Transit,1,10,20,0,0,0,0.95,-0.06,0.06,5315.0,-79.0,79.0,0.89,-0.03,0.03,177.291,-1.301,1.32,4.51,-0.02,0.02,Gaia DR2 6139698733664726784,10.103,10.542,10.033,12.169,11.9686,9.923,0,0.29,-0.05,0.05,[Fe/H],4.4,-3.4,4.4,,192.981203,-42.0736165,12.57647638,0.437150249,-0.437150249,1.122,0.039,-0.039,159.2320317,10.80616582,-10.80616582,0.501,0.034,-0.034,0,1,64.9,4.9816819,759.4631903,-1.1e-06,1.1e-06,986.9794209,8395692235.0,0.056158476,0.3,2.3,10239.4604,0.5,1,87.88735426,-0.17,0.17,0.062,-0.011,0.013,0,159.0,-22.0,27.0,5650.56728,0.00015,-0.00015,0,5653.058121,10704.81739,1.65,0.037,-0.037,1,2012,Ariel,63.44538859,10.26475579,4.196351868,7.934172404,8.998212516,1.982393428,2.27931563,1.401773208,1.611617203,56.45037604336803,559.0763613976043
130,529,529,LTT 1445 A c,LTT 1445 A c,1.0,8.874005787,17.57843138,916.8266906,8049.347845,13468.66985,Transit,1,9,18,0,0,0,0.26,-0.01,0.01,3340.0,-150.0,150.0,0.27,-0.01,0.01,6.86929,-0.003805,0.003805,4.95,-0.01,0.01,Gaia DR2 5153091836072107136,6.774,7.294,6.496,10.59,10.0469,6.405,0,-0.34,-0.09,0.09,[Fe/H],,,,M2.5V,45.4624781,-16.5944956,1.143316035,0.056044904,-0.056044904,0.102,0.005,-0.005,1.541467772,0.200231896,-0.190697044,0.00485,0.00063,-0.0006,0,1,1.67,3.1239035,2991.620964,-3.6e-06,3.4e-06,527.442914,3993504415.0,0.026712404,0.1,2.3,1811.865634,0.937,1,87.43,-0.29,0.18,0.0,,,1,,,,8412.58159,0.00059,-0.00057,0,8414.143542,0.0,0.157,0.015,-0.014,2,2022,Ariel,9.559499361,12.02369648,1.562713064,0.263825338,8.94639833,0.066258744,2.277378211,0.046842518,1.610273338,56.51328804454859,560.2716894200348
131,373,373,HAT-P-11 b,HAT-P-11 b,1.0,9.505335659,18.42937824,9.203932098,58.68679999,115.0141328,Transit,1,10,18,0,0,0,0.81,-0.03,0.02,4780.0,-50.0,50.0,0.68,-0.01,0.01,37.7647,-0.0336,0.0337,4.66,-0.01,0.01,Gaia DR2 2086512227851023872,7.131,7.608,7.009,9.46,9.15098,6.919,0,0.31,-0.05,0.05,[Fe/H],6.5,-4.1,5.9,K4,297.7101763,48.0818635,4.360293504,0.056044904,-0.056044904,0.389,0.005,-0.005,28.60455659,3.178284066,-3.178284066,0.09,0.01,-0.01,0,1,11.6,4.88780244,1447.443578,,,801.8369381,7860836235.0,0.052580844,0.3,2.3,8565.858294,0.026,1,89.36,-0.36,0.36,0.218,-0.031,0.034,0,19.0,-16.0,14.0,5109.335119,2.1e-05,-2.1e-05,0,5111.77902,9874.652481,0.43421,0.00022,-0.00022,1,2008,Ariel,37.14927566,15.34051418,2.447595558,2.972731972,8.866536656,0.745067704,2.248036784,0.526830762,1.589506037,56.81071367975692,566.2202021242015
