,Unnamed: 0.1,Unnamed: 0,Star Name,Planet Name,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Cumulative time (days),Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Telescope,ESM,pl_g,ASM,Transit Signal,Tier2_SNR,Tier2 Transit S/N,cumulative transit [days],N cumulative transit [days]
189,398,398,TOI-1728 b,TOI-1728 b,1.0,13.67218771,27.23205608,14.81520257,123.2366091,235.8784138,Transit,1,14,27,0,0,0,0.65,-0.02,0.02,3980.0,-32.0,31.0,0.62,-0.01,0.01,60.798,-0.13635,0.13635,4.66,-0.02,0.02,Gaia DR2 1094545653447816064,8.953,9.642,8.803001,12.39,11.7294,8.691,0,0.25,-0.1,0.1,[Fe/H],7.1,-4.6,4.6,M0,120.6116787,64.7971531,5.05525031,0.15692573,-0.168134711,0.451,0.014,-0.015,26.78022154,5.428509185,-5.129750482,0.08426,0.01708,-0.01614,0,1,15.12,3.49151,1633.57673,-5.7e-05,6.2e-05,739.7949306,5837290300.0,0.03904542,0.3,2.3,7110.104493,0.39,1,88.31,-0.4,0.58,0.057,-0.039,0.054,0,45.0,-187.0,104.0,8843.27427,0.00043,-0.00043,0,8845.020025,7707.322157,0.552048,0.011044,-0.011044,2,2020,Ariel,26.898898127404525,10.684765142841275,2.244517936679258,0.0005129177313965,0.5360664400487375,1.8832902960029712,82.90180776187499,615.5293548389235
190,161,161,WASP-81 b,WASP-81 b,1.066657627,17.67022368,34.68528885,1.0,5.445201639,10.69376805,Eclipse,1,5,11,0,0,0,1.08,-0.06,0.06,5870.0,-120.0,120.0,1.28,-0.04,0.04,398.505,-6.889,7.132,4.26,-0.03,0.02,Gaia DR2 4244243354278985472,10.913,11.263,10.892,12.469,12.3326,10.803,0,-0.36,-0.14,0.14,[Fe/H],,,,,304.2079924,3.2939492,16.01763346,0.571658017,-0.515613114,1.429,0.051,-0.046,231.6969084,11.44182264,-11.12399423,0.729,0.036,-0.035,0,1,100.8,2.7164762,515.795684,-2.3e-06,2.3e-06,1566.244585,5848482139.0,0.039120282,0.3,2.3,12619.94853,0.150190303,1,88.69,-0.92,0.88,0.0,,,1,,,,6195.57462,0.00023,-0.0002,0,6196.932858,0.0,,,,1,2017,Ariel,70.73668505953621,9.207880624882536,4.140345662616713,0.0009367428157956,3.6784019864091473,1.881756285513832,83.34000041916666,621.6640520410068
191,480,480,V1298 Tau e,V1298 Tau e,1.434293242,12.31865058,23.50125569,288.6703348,1838.268106,3000.21849,Transit,1,12,24,0,0,0,1.1,-0.05,0.05,4962.28,-45.05,87.77,1.34,-0.05,0.06,108.199,-0.696,0.704,4.25,-0.03,0.03,Gaia DR2 51886335968692480,8.191,8.687,8.094,10.115,10.0702,8.044,0,0.139,-0.031,0.031,[M/H],0.023,-0.004,0.004,K0,61.331654,20.1570318,8.74300497,0.840673555,-0.717374767,0.78,0.075,-0.064,56.89128478,0.0,0.0,0.179,0.0,0.0,1,0,0.0,60.0,2366.529578,-18.0,60.0,512.5776614,46322967728.0,0.309852627,0.1,2.3,30658.46022,0.52,1,89.4,-0.18,0.26,0.0,,,1,91.0,-62.0,62.0,7096.6229,0.0023,-0.0023,0,7126.6229,0.0,,,,1,2019,Ariel,5.985906350118775,7.588578571426008,0.9254380763411544,0.0001739827968849,0.1376303731280729,1.880234244711751,84.40453028791666,636.5674702035068
192,148,148,WASP-78 b,WASP-78 b,1.088383573,17.86771515,35.0579081,1.0,4.45507168,8.853923643,Eclipse,1,4,9,0,0,0,1.87,-1.36,1.36,6100.0,-150.0,150.0,2.46,-0.58,0.58,754.258,-16.373,17.102,4.1,-0.2,0.2,Gaia DR2 5089851638095503616,11.084,11.286,11.008,11.965,12.1879,10.964,0,-0.35,,,[Fe/H],2.8,-0.3,1.6,,63.7562662,-22.1163901,21.63333281,5.044041329,-5.044041329,1.93,0.45,-0.45,259.6658082,23.83713049,-21.93016006,0.817,0.075,-0.069,0,1,113.6,2.17518,462.3237568,-5e-06,5e-06,2217.419236,6055852885.0,0.040507377,0.3,2.3,16301.68917,0.51,1,83.2,-1.95,1.95,0.0,,,0,,,,6922.0975,0.0003,-0.0003,0,6923.18509,0.0,0.65,0.01,-0.01,1,2012,Ariel,54.1629365119822,5.657232765474881,3.9302150823138793,0.0007892944278751,4.651006873814075,1.875461424802463,84.970561161875,644.4919024389235
193,192,192,Qatar-10 b,Qatar-10 b,1.361528806,23.27181005,45.67813578,1.0,7.456466267,14.67804806,Eclipse,1,7,15,0,0,0,1.16,-0.07,0.07,6124.0,-46.0,46.0,1.25,-0.03,0.03,559.068,-5.957,6.085,4.3,-0.03,0.03,Gaia DR2 2262322556576778752,11.474,11.754,11.382,12.868,12.6978,11.375,0,0.016,-0.089,0.089,[Fe/H],3.2,-1.9,1.9,F7 V,284.4439052,69.5708373,17.29545727,0.448359229,-0.448359229,1.543,0.04,-0.04,233.9217073,28.60455659,-28.60455659,0.736,0.09,-0.09,0,1,114.0,1.645321,635.5922256,-1e-05,1e-05,1885.903213,4287634303.0,0.028679828,0.3,2.3,9812.280671,0.379,1,85.87,-0.96,0.96,0.0,,,0,,,,8247.90746,0.00036,-0.00036,0,8248.73012,0.0,,,,1,2019,Ariel,88.2996164467242,7.973382006630628,4.757912126150777,0.0014747924584522,4.214436963722736,1.8684705009744424,85.31126535184028,649.6024652884026
194,53,53,WASP-19 b,WASP-19 b,1.006634681,16.83999562,33.06675657,1.0,1.0,1.983199694,Eclipse,1,1,2,0,0,0,0.97,-0.1,0.09,5616.0,-65.0,66.0,1.01,-0.03,0.03,268.325,-1.698,1.72,4.42,-0.02,0.02,Gaia DR2 5411736896952029568,10.602,10.911,10.481,12.248,12.1088,10.436,0,0.04,-0.3,0.25,[Fe/H],6.4,-3.5,4.1,G8 V,148.4167672,-45.6591078,15.86070773,0.493195152,-0.538031075,1.415,0.044,-0.048,366.7739812,24.79061571,-25.42627253,1.154,0.078,-0.08,0,1,255.4,0.78883852,144.2939349,-8.2e-07,7.5e-07,2046.376552,2474461101.0,0.016551579,0.3,2.3,5791.123312,0.6671,1,79.08,-0.37,0.34,0.0126,-0.0089,0.014,0,51.0,-190.0,89.0,6402.7128,0.0017,-0.0014,0,6403.107219,5905.658659,2.077,0.014,-0.014,1,2009,Ariel,215.65483425302887,14.865842889716316,13.67241499446247,0.001205640653924,9.03862130614303,1.8683192910226183,85.51234602239583,652.6186753467359
195,586,586,TRAPPIST-1 c,TRAPPIST-1 c,1.504686715,19.74704954,39.14895797,39637.4939,388186.6464,1011623.101,Transit,2,20,39,1,0,1,0.09,0.0,0.0,2566.0,-26.0,26.0,0.12,0.0,0.0,12.4298888,-0.0187066,0.0187066,5.24,-0.01,0.01,Gaia DR2 2635476908753563008,10.718,11.354,10.296,17.02,15.6451,,0,0.04,-0.08,0.08,[Fe/H],0.5,,,,346.6263919,-5.0434618,1.098480112,0.011208981,-0.011208981,0.098,0.001,-0.001,1.309453035,0.057209113,-0.057209113,0.00412,0.00018,-0.00018,0,0,0.0,2.421937,4015.050799,-1.8e-05,1.8e-05,350.9358887,2366395755.0,0.015828734,0.1,2.3,2533.904987,0.109,1,89.778,-0.118,0.118,0.00654,-0.00188,0.00188,0,282.45,-17.1,17.1,7258.58728,0.00027,-0.00027,0,7259.798249,2501.746267,0.7123,0.0064,-0.0064,1,2016,Ariel,2.042275100971034,11.064751742037773,1.1220094932198734,0.001279887375693,0.0135352494583054,1.8635206500130688,85.60032883444444,653.938417527465
196,73,73,KELT-15 b,KELT-15 b,1.0,15.08566862,29.55691007,1.0,1.764512321,3.481139937,Eclipse,1,2,3,0,0,0,2.06,-0.75,0.75,6003.0,-54.0,54.0,1.78,-0.21,0.21,324.683,-2.442,2.479,4.17,-0.03,0.03,Gaia DR2 5489780919480009472,9.919,10.205,9.854,11.39,11.0694,9.787,0,0.05,,,[Fe/H],,,,,117.4149764,-52.1204471,19.50362647,2.241796146,-2.241796146,1.74,0.2,-0.2,416.3552126,136.6662148,-136.6662148,1.31,0.43,-0.43,0,1,110.0,3.32944,204.8536325,-1.6e-05,1.6e-05,1584.890153,8306814555.0,0.055563977,0.3,2.3,14830.87955,0.2,1,88.3,-1.45,1.45,0.0,,,0,,,,8564.05392,0.0002,-0.0002,0,8565.71864,0.0,1.0,0.043,-0.043,1,2016,Ariel,86.89054490266379,11.16013398473488,5.404640426680966,0.0004924330368717,5.292918372400102,1.8568588620004505,86.11528992993055,661.6628339597568
197,313,313,WASP-147 b,WASP-147 b,1.121344564,18.42253486,36.1475219,4.178803235,31.55642972,61.55132254,Transit,1,18,36,0,0,0,1.04,-0.07,0.07,5702.0,-100.0,100.0,1.43,-0.08,0.14,436.098,-8.973,9.35,4.21,-0.09,0.06,Gaia DR2 2340919358581488768,10.907,11.174,10.857,12.681,12.1832,10.79,0,0.092,-0.071,0.069,[Fe/H],8.47,-0.78,0.78,G4,359.1915117,-22.1532316,12.49801351,1.569257302,-1.042435208,1.115,0.14,-0.093,87.40281181,8.899195385,-8.581366978,0.275,0.028,-0.027,0,1,32.7,4.60273,1137.990421,-2.7e-05,2.7e-05,1357.397148,8208291277.0,0.054904958,0.3,2.3,15910.63651,0.31,1,87.9,-1.6,1.5,0.0,,,0,,,,6562.595,0.0013,-0.0013,0,6564.896365,0.0,0.64,0.062,-0.059,1,2018,Ariel,28.38068448240852,5.705314225606859,1.651638913106925,0.0008191026587285,1.449051777501584,1.8510498340647528,86.66774258652778,669.949623808715
198,375,375,NGTS-12 b,NGTS-12 b,1.10375284,17.71957183,34.75057237,8.272303455,60.42735949,117.288265,Transit,1,18,35,0,0,0,1.02,-0.05,0.06,5690.0,-130.0,130.0,1.59,-0.04,0.04,446.442,-7.453,7.706,4.04,-0.04,0.04,Gaia DR2 3464620139089832960,10.692,10.992,10.588,12.382,12.1279,10.555,0,-0.03,-0.11,0.11,[Fe/H],9.4,-1.5,1.5,G,176.2499418,-35.640563,11.74701181,0.358687383,-0.358687383,1.048,0.032,-0.032,66.10830857,6.992224945,-6.992224945,0.208,0.022,-0.022,0,1,21.3,7.532806,1457.72998,-4.8e-05,4.8e-05,1215.946021,11325808797.0,0.075757918,0.3,2.3,21251.79628,0.2,1,88.9,-0.76,0.76,0.0,,,0,,,,8572.8549,0.0017,-0.0017,0,8576.621303,0.0,,,,1,2020,Ariel,18.815437679165235,4.884694185849051,1.0694814563833466,0.0006515565728484,0.9660284474592714,1.845746597833877,87.40565217958334,681.0182677045484
199,445,445,TOI-620 b,TOI-620 b,1.0,11.85263512,23.57053607,68.92763428,566.3626357,1008.41804,Transit,1,12,24,0,0,0,0.58,-0.02,0.02,3708.0,-56.0,57.0,0.55,-0.02,0.02,33.0231,-0.0583,0.0586,4.72,-0.03,0.02,Gaia DR2 5738284016370287616,8.201,8.837,7.954,12.262,11.3104,,0,0.35,-0.12,0.11,[Fe/H],7.2,-4.7,4.6,M2.5 V,142.1734459,-12.1671652,3.755008545,0.14571675,-0.14571675,0.335,0.013,-0.013,13.6030558,0.0,0.0,0.0428,0.0,0.0,1,0,0.0,5.0988179,1918.061296,-4.6e-06,4.5e-06,620.9668913,7233585940.0,0.04838519,0.1,2.3,4338.775273,0.887,1,87.47,-0.3,0.18,0.22,-0.12,0.28,0,-84.0,-64.0,54.0,8992.19724,0.00078,-0.00069,0,8994.746649,0.0,0.393,0.021,-0.02,2,2022,Ariel,18.711503354408965,9.83673030572406,2.0644022183303696,0.0004145330584964,0.2080030612164632,1.842871767716593,87.55630409878474,683.2780464925693
200,571,571,TOI-1231 b,TOI-1231 b,1.234418558,12.27152215,24.16160647,10355.14509,78640.77643,220318.2634,Transit,1,12,24,0,0,0,0.48,-0.02,0.02,3553.0,-52.0,51.0,0.48,-0.01,0.01,27.6227,-0.0609,0.0609,4.77,-0.04,0.03,Gaia DR2 5357465071715078016,8.285,8.876,8.069,12.36,11.36,,0,0.041,-0.063,0.069,[Fe/H],,,,M3 V,156.74726,-52.4678724,3.654127718,0.15692573,-0.14571675,0.326,0.014,-0.013,15.3987863,3.29905886,-3.29905886,0.04845,0.01038,-0.01038,0,1,5.6,24.245586,3756.255653,-6.6e-05,6.4e-05,341.1457244,19204375205.0,0.128457359,0.1,2.3,11999.01189,0.27,1,89.73,-0.18,0.18,0.087,-0.061,0.12,0,176.0,-90.0,81.0,8685.1163,0.00048,-0.00049,0,8697.239093,12145.54067,0.492,0.027,-0.024,2,2021,Ariel,2.1961604596470843,11.758588461789122,1.2132695497666406,0.00024341196886,0.0245357461086829,1.8178837348542167,87.9729364560764,689.5275318519442
201,277,277,HAT-P-39 b,HAT-P-39 b,1.409918705,23.93900812,46.95533599,2.301282711,17.85663737,35.1122232,Eclipse,2,18,35,0,0,0,1.4,,0.05,6430.0,,100.0,1.62,,0.08,697.004,-17.075,17.938,4.07,-0.1,0.08,Gaia DR2 3169391577586325120,11.184,11.424,11.157,12.282,12.2269,11.132,0,0.19,-0.1,0.1,,2.0,-0.4,0.4,,113.7582526,17.8300283,17.60930873,1.210569919,-0.907927439,1.571,0.108,-0.081,180.8443634,28.28672819,-34.96112473,0.569,0.089,-0.11,0,1,64.0,3.54387,986.1466007,-5e-06,5e-06,1691.649185,7613643072.0,0.050927378,0.3,2.3,15099.78679,0.349,1,87.0,-1.0,1.0,0.0,,,0,,,,5208.75049,0.00041,-0.00041,0,5210.522425,0.0,0.999,,,1,2012,Ariel,48.17099527271249,5.946432670145371,2.3558053478152163,0.0010752467372346,2.4979503181793583,1.8118177084272515,88.49723460850696,697.3920041384025
202,126,126,XO-1 b,XO-1 b,1.0,15.77093426,30.93244273,1.0,3.325215182,6.523469162,Eclipse,1,3,7,0,0,0,0.88,-0.19,0.19,5750.0,-75.0,75.0,0.88,-0.05,0.05,163.553,-0.617,0.622,4.51,-0.02,0.02,Gaia DR2 1316708918505350528,9.601,9.939,9.527,11.251,11.004,9.495,0,0.02,,,[Fe/H],0.9,-1.2,2.5,G1 V,240.5492745,28.1696248,12.77823803,0.784628651,-0.784628651,1.14,0.07,-0.07,290.1773352,12.07747945,-12.07747945,0.913,0.038,-0.038,0,1,115.3,3.94153,392.7008091,-2.7e-05,2.7e-05,1162.68717,7001139988.0,0.046830368,0.3,2.3,10509.72925,0.24,1,88.81,-0.5,0.5,0.0,,,0,,,,5385.51978,5e-05,-5e-05,0,5387.490545,0.0,1.8,0.012,-0.012,1,2006,Ariel,107.43764079076988,18.11997876530616,5.756852604242794,0.0005964209392888,3.474463883395439,1.8072456581650225,88.86215576302085,703.2307426106247
203,574,574,LP 791-18 c,LP 791-18 c,1.449565733,21.56906372,42.65634531,15713.07057,142788.2169,366473.6181,Transit,1,22,43,1,0,1,0.14,-0.01,0.01,2960.0,-55.0,55.0,0.17,-0.02,0.02,26.4927,-0.0638,0.064,5.12,-0.09,0.09,Gaia DR2 3562427951852172288,10.993,11.559,10.644,16.91,15.0715,10.426,0,-0.09,-0.19,0.19,[Fe/H],0.5,,,M(6.1+/-0.7) V,165.6904843,-16.4064445,2.309050031,0.246597576,-0.246597576,0.206,0.022,-0.022,5.943391203,0.0,0.0,0.0187,0.0,0.0,1,0,0.0,4.989963,3853.528536,-5e-05,5e-05,351.7798276,4439549221.0,0.029695981,0.1,2.3,3980.723366,0.28,1,89.55,-0.5,0.32,0.0,,,0,,,,8651.29807,0.00041,-0.00041,0,8653.793052,0.0,1.784807,0.108754,-0.108754,2,2019,Ariel,3.1791674840199984,11.365898551061504,1.5763961300915177,0.0013081531642486,0.0226698505768394,1.7964524159132529,89.0003753243403,705.4422555917358
204,162,162,WASP-58 b,WASP-58 b,1.079136046,17.39296563,34.12348426,1.0,5.501426874,10.71134744,Eclipse,1,6,11,0,0,0,1.06,-0.47,0.47,5800.0,-150.0,150.0,1.22,-0.11,0.11,290.404,-1.808,1.83,4.27,-0.09,0.09,Gaia DR2 2115245554756763392,10.364,10.626,10.285,11.652,11.6347,10.251,0,-0.45,,,[Fe/H],12.8,-2.1,0.2,G2 V,274.7012534,45.1722194,16.02884245,1.569257302,-1.569257302,1.43,0.14,-0.14,285.7277375,23.51930209,-22.88364527,0.899,0.074,-0.072,0,1,111.2,5.01718,520.812864,-1.1e-05,1.1e-05,1235.263079,8749294932.0,0.058523712,0.3,2.3,13692.71087,0.46,1,87.4,-1.5,1.5,0.0,,,0,,,,7692.5406,0.0004,-0.0004,0,7695.04919,0.0,1.4,0.1,-0.1,1,2012,Ariel,68.89645135797484,11.33924728222131,4.024943516561428,0.0006608452764413,2.982317336880952,1.794644760836224,89.47581667399308,713.0493171861802
205,49,49,HAT-P-8 b,HAT-P-8 b,1.144624784,16.08619391,31.41967639,1.0,1.0,1.910179078,Eclipse,1,1,2,0,0,0,1.27,-0.41,0.41,6200.0,-80.0,80.0,1.57,-0.15,0.15,211.553,-1.682,1.709,4.15,-0.03,0.03,Gaia DR2 1891507552824189568,9.004,9.214,8.953,10.358,10.1489,8.927,0,0.01,,,[Fe/H],3.4,-1.0,1.0,F6,343.0414932,35.4471778,15.69257302,1.457167495,-1.457167495,1.4,0.13,-0.13,430.3396625,11.12399423,-11.12399423,1.354,0.035,-0.035,0,1,160.4,3.07634,135.4286628,-4e-06,4e-06,1710.87603,6706904283.0,0.044862236,0.3,2.3,14445.21238,0.32,1,87.8,-0.76,0.76,0.0,,,0,116.0,-35.0,150.0,5945.0839,0.0003,-0.0003,0,5946.62207,0.0,0.83,0.016,-0.016,1,2008,Ariel,119.37615856555423,17.818010171777622,6.755119469240369,0.0003443469570502,6.95256345233484,1.7708112385199448,89.97738654829864,721.0744351750691
206,411,411,HD 219666 b,HD 219666 b,1.119705993,15.59383646,30.45693559,21.86896846,184.0158554,359.6690012,Transit,1,16,30,0,0,0,0.92,-0.03,0.03,5527.0,-65.0,65.0,1.03,-0.03,0.03,94.1719,-0.2506,0.2518,4.4,-0.11,0.11,Gaia DR2 6492940453524576128,8.254,8.557,8.158,9.809,9.64956,8.08,0,0.04,-0.04,0.04,[Fe/H],10.0,-2.0,2.0,,349.5592665,-56.9039857,4.707771907,0.168134711,-0.168134711,0.42,0.015,-0.015,16.60017768,1.299918183,-1.299918183,0.05223,0.00409,-0.00409,0,1,6.17,6.03607,1735.846182,-0.00063,0.00064,1041.23264,9440538492.0,0.063147415,0.3,2.3,7801.155966,0.838,1,86.38,-0.15,0.15,0.0,,,0,,,,8329.1996,0.0012,-0.0012,0,8332.217635,0.0,0.168,7.8e-05,-7.8e-05,2,2018,Ariel,16.81054838427867,7.636916718135114,1.00760440203388,0.0003408103218103,0.4506623993776025,1.7626606049080826,90.24826001934031,725.4084107117358
207,372,372,K2-261 b,K2-261 b,1.263823122,16.22997018,31.59146275,7.585160974,57.69293047,114.4930188,Transit,1,16,32,0,0,0,1.09,-0.05,0.05,5445.0,-76.0,77.0,1.64,-0.06,0.06,213.283,-1.941,1.975,4.04,-0.03,0.03,Gaia DR2 3807826337147474176,8.92,9.337,8.89,10.612,10.4594,8.828,0,0.36,-0.059,0.059,[Fe/H],9.3,-1.6,2.0,G7 IV/V,163.0323119,0.493167,9.527633621,0.392314326,-0.381105345,0.85,0.035,-0.034,63.72459552,8.263538571,-8.899195385,0.2005,0.026,-0.028,0,1,0.0,11.633478,1442.555776,-1.7e-05,1.7e-05,1011.116718,15470815054.0,0.103483713,0.3,2.3,23453.2013,0.35,1,88.07,-0.65,1.1,0.286,-0.069,0.064,0,131.0,-17.0,16.0,7976.64192,0.00028,-0.00033,0,7982.458659,36364.71563,0.2814,0.012,-0.0078,1,2018,Ariel,18.564065478841396,7.157694118981227,1.1067303669660682,0.0002818821434073,0.821737584404926,1.7597832182333932,91.06260728670142,738.4379669895136
208,514,514,HD 191939 c,HD 191939 c,1.838986329,14.83835239,28.28177483,834.6960057,4512.655617,7701.5,Transit,2,15,28,0,0,0,0.81,-0.04,0.04,5348.0,-100.0,100.0,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597,7.18,8.97,8.77476,7.04,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,3.082469701,0.067253884,-0.067253884,0.275,0.006,-0.006,7.198813409,1.398444989,-1.398444989,0.02265,0.0044,-0.0044,0,1,1.8,28.5805,2769.761732,-0.0002,0.0002,623.4377405,25513666103.0,0.170659974,0.1,2.3,16414.67416,0.63,1,89.09,-0.03,0.03,0.0,,,0,,,,8726.0534,0.0006,-0.0006,0,8740.34365,0.0,0.103222,0.002287,-0.002287,2,2020,Ariel,3.972375256196365,7.725016722447313,0.4104612620509446,0.0001489336076637,0.078253919115694,1.752908075303657,91.63256125059031,747.5572304117359
209,131,131,XO-2 N b,XO-2 N b,1.05270656,16.47284509,32.28837257,1.0,3.593244971,7.101794284,Eclipse,1,4,7,0,0,0,0.97,,,5340.0,-50.0,50.0,0.99,-0.01,0.01,154.273,-1.433,1.459,4.43,-0.01,0.01,Gaia DR2 934346809278715776,9.34,9.744,9.308,11.246,10.9718,9.24,0,0.43,-0.05,0.05,,7.8,-1.3,1.2,K0 V,117.0267691,50.2251472,11.13051787,0.134507769,-0.134507769,0.993,0.012,-0.012,189.1079019,6.992224945,-6.674396538,0.595,0.022,-0.021,0,1,90.17,2.61586178,404.4458714,,,1291.856847,5502563794.0,0.036806447,0.3,2.3,9632.860542,0.28,1,88.01,-0.28,0.33,0.028,-0.022,0.038,0,261.0,-71.0,11.0,4508.73829,0.00014,-0.00016,0,4510.046221,9114.399925,1.099,0.015,-0.013,1,2007,Ariel,94.75751798561812,15.563779821332504,5.231227842151891,0.0005309900118874,3.345472959565533,1.7504070463257162,91.96703557496531,752.9088196017359
210,599,599,TRAPPIST-1 e,TRAPPIST-1 e,1.716299422,22.45728859,44.51707082,4688810.375,79875423.61,221085773.0,Transit,2,22,45,1,0,1,0.09,0.0,0.0,2566.0,-26.0,26.0,0.12,0.0,0.0,12.4298888,-0.0187066,0.0187066,5.24,-0.01,0.01,Gaia DR2 2635476908753563008,10.718,11.354,10.296,17.02,15.6451,,0,0.04,-0.08,0.08,[Fe/H],0.5,,,,346.6263919,-5.0434618,0.91913642,0.011208981,-0.011208981,0.082,0.001,-0.001,0.692865926,0.022247988,-0.022247988,0.00218,7e-05,-7e-05,0,0,0.0,6.101013,5613.942797,-3.5e-05,3.5e-05,257.9178587,4381069236.0,0.029304811,0.1,2.3,3366.032106,0.191,1,89.793,-0.048,0.048,0.0051,-0.00058,0.00058,0,108.37,-8.47,8.47,7257.82771,0.00041,-0.00041,0,7260.878216,3398.774513,0.5012,0.0078,-0.0078,1,2017,Ariel,0.2363303665334511,8.362293346127084,0.52297088624397,0.0010414284517151,0.0013735036831652,1.7476556144761608,92.08391168975697,754.8957135531942
211,361,361,WASP-182 b,WASP-182 b,1.153322449,18.98120676,37.25301752,6.41552464,50.44920572,98.88328552,Transit,1,19,37,0,0,0,1.08,-0.06,0.06,5638.0,-100.0,100.0,1.34,-0.03,0.03,327.602,-4.474,4.598,4.22,-0.03,0.03,Gaia DR2 6677909439240233472,10.519,10.831,10.431,11.98,11.917,10.409,0,0.27,-0.11,0.11,[Fe/H],5.952,-2.684,2.684,G5,311.673345,-41.8209828,9.527633621,0.336269422,-0.336269422,0.85,0.03,-0.03,47.03860418,3.496112473,-3.496112473,0.148,0.011,-0.011,0,1,19.0,3.3769848,1363.624723,-2.4e-06,2.4e-06,1431.483127,6761742618.0,0.045229048,0.3,2.3,9369.13114,0.775,1,83.88,-0.33,0.33,0.0,,,0,,,,8018.66018,0.00067,-0.00067,0,8020.348672,0.0,0.426,0.017,-0.017,1,2019,Ariel,25.42319657601608,5.28348493570684,1.5117073602987412,0.0008098102474932,1.0640037553073085,1.7389565210371256,92.40922874322919,760.426103462222
212,95,95,HAT-P-6 b,HAT-P-6 b,1.121867085,17.10484711,33.48547716,1.0,2.356428238,4.662718188,Eclipse,1,2,5,0,0,0,1.79,-0.6,0.6,6570.0,-80.0,80.0,1.62,-0.17,0.17,275.358,-3.545,3.636,4.22,-0.03,0.03,Gaia DR2 1925321658546436352,9.44,9.558,9.313,10.469,10.3056,9.288,0,-0.13,,,[Fe/H],2.3,-0.7,0.5,,354.7740917,42.4659866,16.58929148,1.68134711,-1.68134711,1.48,0.15,-0.15,351.5182177,12.39530786,-12.71313626,1.106,0.039,-0.04,0,1,120.7,3.85298,269.8336796,-5e-06,5e-06,1613.507087,8737358590.0,0.05844387,0.3,2.3,12508.064,0.602,1,85.51,-0.35,0.35,0.0,,,0,94.1,-2.3,37.0,5260.92994,0.00021,-0.00021,0,5262.85643,0.0,0.87,0.0099,-0.0099,1,2007,Ariel,90.2985867171725,13.02351773293691,4.761036120362697,0.0004411460928772,4.479858998697902,1.7358555085471477,92.84353652100697,767.8093356844442
213,235,235,TOI-4329 b,TOI-4329 b,1.293382976,21.08954274,41.3734917,1.492908927,12.36646274,24.48145562,Eclipse,1,12,24,0,0,0,1.54,-0.05,0.05,6000.0,-100.0,100.0,2.31,-0.03,0.03,717.128,-10.416,10.722,3.9,-0.03,0.03,Gaia DR2 2224458777730383616,10.742,11.077,10.63,12.724,12.4747,10.462,0,0.29,-0.06,0.06,[Fe/H],2.39,-0.45,0.45,,329.5639152,71.1316048,16.8134711,2.129706339,-2.129706339,1.5,0.19,-0.19,143.022783,28.60455659,-28.60455659,0.45,0.09,-0.09,0,1,55.6,2.9223,806.9508575,-0.00015,0.00015,1978.417498,6911220547.0,0.0462289,0.3,2.3,19611.7854,0.24,1,86.80170296,,,0.068,-0.079,0.079,0,0.285,-2.12,2.12,8765.068,0.002,-0.002,0,8766.52915,19625.05701,,,,2,2022,Ariel,38.05118175022478,5.158537656821881,2.141246110968647,0.0006807173469512,2.6957062731185664,1.7337618320573,93.5245012918403,779.3857367886109
