,Unnamed: 0,Star Name,Planet Name,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Cumulative time (days),Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Telescope,ESM,pl_g,ASM,cumulative days
48,47,WASP-178 b,WASP-178 b,1.0,6.004050428,11.79428038,1.0,1.0,1.879806757,Eclipse,1,1,2,0,0,0,2.07,-0.11,0.11,9360.0,-150.0,150.0,1.67,-0.07,0.07,427.678,-10.786,11.35,4.31,-0.04,0.04,Gaia DR2 6003809889735481856,9.735,9.775,9.703,9.946,9.91226,9.67,0,0.21,-0.16,0.16,[Fe/H],0.43,-0.25,0.31,A1 IV-V,227.270329,-42.7049658,20.28825512,1.008808266,-1.008808266,1.81,0.09,-0.09,448.1380533,136.6662148,-162.0924874,1.41,0.43,-0.51,0,1,123.0,3.3448285,130.5054928,-1.2e-06,1.2e-06,2388.0138,8345851732.0,0.055825095,0.3,2.3,12472.51912,0.54,1,85.7,-0.6,0.6,0.0,,,0,,,,6927.06839,0.00047,-0.00047,0,6928.740804,0.0,1.243,0.028,-0.028,1,2019,Ariel,128.98155684104543,11.10090976484059,0.0002950817980284154,130.50549283
49,48,WASP-3 b,WASP-3 b,2.140933994,33.24563471,65.14239449,1.0,1.0,1.894343685,Eclipse,1,1,2,0,0,0,1.62,-0.53,0.53,6400.0,-100.0,100.0,1.44,-0.12,0.12,231.161,-1.625,1.648,4.25,-0.05,0.05,Gaia DR2 2095108312831835648,9.407,9.603,9.361,10.632,10.4525,9.32,0,0.0,,,[Fe/H],2.1,-1.2,1.2,,278.6317411,35.6614312,15.91675264,1.905526724,-1.905526724,1.42,0.17,-0.17,600.6956885,38.13940879,-38.13940879,1.89,0.12,-0.12,0,1,266.7,1.84683,132.3523228,-2e-06,2e-06,1925.257547,5176317797.0,0.034624199,0.3,2.3,9644.549523,0.511,1,85.06,-0.16,0.16,0.0,,,0,79.0,-130.0,10.0,5554.83317,7e-05,-7e-05,0,5555.756585,0.0,1.1,0.18,-0.18,1,2007,Ariel,140.1409074915872,24.175848471021016,0.0003403694791251046,132.35232283000002
50,49,HAT-P-8 b,HAT-P-8 b,1.144624784,16.08619391,31.41967639,1.0,1.0,1.910179078,Eclipse,1,1,2,0,0,0,1.27,-0.41,0.41,6200.0,-80.0,80.0,1.57,-0.15,0.15,211.553,-1.682,1.709,4.15,-0.03,0.03,Gaia DR2 1891507552824189568,9.004,9.214,8.953,10.358,10.1489,8.927,0,0.01,,,[Fe/H],3.4,-1.0,1.0,F6,343.0414932,35.4471778,15.69257302,1.457167495,-1.457167495,1.4,0.13,-0.13,430.3396625,11.12399423,-11.12399423,1.354,0.035,-0.035,0,1,160.4,3.07634,135.4286628,-4e-06,4e-06,1710.87603,6706904283.0,0.044862236,0.3,2.3,14445.21238,0.32,1,87.8,-0.76,0.76,0.0,,,0,116.0,-35.0,150.0,5945.0839,0.0003,-0.0003,0,5946.62207,0.0,0.83,0.016,-0.016,1,2008,Ariel,119.37615856555425,17.818010171777622,0.000232974847458579,135.42866283
51,50,CoRoT-2 b,CoRoT-2 b,4.30698981,70.92568542,139.2272692,1.0,1.0,1.939375414,Eclipse,1,1,2,0,0,0,0.96,-0.08,0.08,5625.0,-120.0,120.0,0.91,-0.03,0.03,213.283,-2.43,2.485,4.53,-0.02,0.02,Gaia DR2 4287820848378092672,10.438,10.783,10.31,12.516,12.2489,10.064,0,0.04,-0.05,0.05,[Fe/H],2.7,-2.7,3.2,,291.7770457,1.3836634,16.43236575,0.470777191,-0.493195152,1.466,0.042,-0.044,1052.012026,50.85254506,-50.85254506,3.31,0.16,-0.16,0,1,0.0,1.7429935,137.1716563,-1e-06,1e-06,1496.310943,4183298959.0,0.027981933,0.3,2.3,8340.735748,0.221,1,88.08,-0.16,0.18,0.0143,-0.0076,0.0077,0,102.0,-5.0,17.0,4237.53556,0.0002,-0.00021,0,4238.407057,8577.378045,2.75,0.012,-0.012,1,2008,Ariel,187.54713707868817,39.724337470338185,0.0007069847763745882,137.17165633000002
52,51,WASP-69 b,WASP-69 b,1.0,1.0,1.0,1.0,1.0,1.956398575,Transit,1,1,1,0,0,0,0.98,-0.14,0.14,4700.0,-50.0,50.0,0.86,-0.03,0.03,49.9605,-0.1313,0.132,4.5,-0.15,0.15,Gaia DR2 6910753016653587840,7.543,8.032,7.459,9.873,9.48466,7.315,0,0.15,,,[Fe/H],7.0,-7.0,7.0,K5,315.0259661,-5.094857,12.44196861,0.448359229,-0.448359229,1.11,0.04,-0.04,82.63538571,5.879825522,-5.879825522,0.26,0.0185,-0.0185,0,1,38.1,3.86814,141.0397963,-2e-06,2e-06,928.6051758,7166516875.0,0.047936568,0.3,2.3,8008.496814,0.686,1,86.71,-0.2,0.2,0.0,,,0,90.0,,,7176.17789,0.00017,-0.00017,0,7178.11196,0.0,1.8,0.042,-0.042,1,2014,Ariel,220.99540867533122,5.442820350514118,0.00026457495637490446,141.03979633000003
53,52,HAT-P-57 b,HAT-P-57 b,1.0,11.77632696,23.04567948,1.0,1.0,1.976325526,Eclipse,1,1,2,0,0,0,2.77,-1.74,1.74,6330.0,-124.0,124.0,1.85,-0.39,0.39,279.86,-3.176,3.249,4.25,-0.02,0.02,Gaia DR2 4483640815570090368,9.497,9.67,9.433,10.639,10.4253,9.274,0,-0.25,,,[Fe/H],1.0,-0.51,0.67,A8 V,274.743418,10.5971968,19.50362647,4.035233063,-4.035233063,1.74,0.36,-0.36,448.1380533,483.099178,-483.099178,1.41,1.52,-1.52,0,1,215.2,2.4653,143.5050963,-3e-06,3e-06,1792.567196,7504200341.0,0.05019532,0.3,2.3,12654.11496,0.177,1,88.26,-0.85,0.85,0.0,,,0,,,,5113.48127,0.00048,-0.00048,0,5114.71392,0.0,0.94,0.029,-0.029,1,2015,Ariel,111.88171316640201,12.012052609523801,0.00027312118404839017,143.50509633000004
54,53,WASP-19 b,WASP-19 b,1.006634681,16.83999562,33.06675657,1.0,1.0,1.983199694,Eclipse,1,1,2,0,0,0,0.97,-0.1,0.09,5616.0,-65.0,66.0,1.01,-0.03,0.03,268.325,-1.698,1.72,4.42,-0.02,0.02,Gaia DR2 5411736896952029568,10.602,10.911,10.481,12.248,12.1088,10.436,0,0.04,-0.3,0.25,[Fe/H],6.4,-3.5,4.1,G8 V,148.4167672,-45.6591078,15.86070773,0.493195152,-0.538031075,1.415,0.044,-0.048,366.7739812,24.79061571,-25.42627253,1.154,0.078,-0.08,0,1,255.4,0.78883852,144.2939349,-8.2e-07,7.5e-07,2046.376552,2474461101.0,0.016551579,0.3,2.3,5791.123312,0.6671,1,79.08,-0.37,0.34,0.0126,-0.0089,0.014,0,51.0,-190.0,89.0,6402.7128,0.0017,-0.0014,0,6403.107219,5905.658659,2.077,0.014,-0.014,1,2009,Ariel,215.65483425302887,14.865842889716317,0.00105867465728013,144.29393485000006
55,54,WASP-103 b,WASP-103 b,1.555504348,25.71306614,50.47089168,1.0,1.020585962,2.032264301,Eclipse,1,1,2,0,0,0,1.22,-0.04,0.04,6110.0,-160.0,160.0,1.44,-0.03,0.05,375.647,,,4.22,-0.05,0.12,Gaia DR2 4439085988769170432,10.857,11.1,10.767,12.402,12.1931,10.72,0,0.06,-0.13,0.13,[Fe/H],4.0,-1.0,1.0,F8 V,249.3148604,7.1833758,17.12732256,0.818255593,-0.526822094,1.528,0.073,-0.047,462.4403316,28.60455659,-28.922385,1.455,0.09,-0.091,0,1,268.0,0.925542,145.2194769,-1.9e-05,1.9e-05,2425.974311,2971314878.0,0.019875016,0.3,2.3,9599.822445,0.19,1,86.3,-2.7,2.7,0.0,,,1,,,,6459.59957,0.00075,-0.00075,0,6460.062341,0.0,1.195,0.042,-0.038,1,2014,Ariel,125.57879399863702,16.073590299307856,0.0007516268381245262,145.21947685000006
56,55,WASP-94 A b,WASP-94 A b,1.0,1.102576981,2.155616764,1.0,1.06653885,2.096502509,Eclipse,1,1,2,0,0,0,1.67,-0.64,0.64,6170.0,-80.0,80.0,1.48,-0.12,0.12,211.211,-2.454,2.513,4.27,-0.07,0.07,Gaia DR2 6780546169633475456,8.916,9.159,8.874,10.051,10.0285,8.801,0,0.26,,,[Fe/H],2.7,-0.6,0.6,F8,313.7832393,-34.1357512,17.71018955,1.457167495,-1.457167495,1.58,0.13,-0.13,144.9297534,11.44182264,-10.80616582,0.456,0.036,-0.034,0,1,45.9,3.95019,149.1696669,-4e-06,4e-06,1453.047144,8680580996.0,0.058064087,0.3,2.3,14165.84998,0.17,1,88.7,-0.7,0.7,0.0,,,0,,,,6416.40215,0.00026,-0.00026,0,6418.377245,0.0,1.2,0.016,-0.016,1,2014,Ariel,136.1780293855049,4.711370716853825,0.00024636774381671584,149.16966685000006
57,56,WASP-7 b,WASP-7 b,1.0,8.38694433,16.31328995,1.0,1.098661778,2.1614617,Eclipse,1,1,2,0,0,0,1.28,-0.07,0.07,6400.0,-100.0,100.0,1.43,-0.09,0.09,162.303,-1.276,1.296,4.23,-0.05,0.05,Gaia DR2 6681720724498802176,8.414,8.648,8.396,9.504,9.37671,8.357,0,0.0,-0.1,0.1,[Fe/H],2.4,-1.1,0.9,,311.0427558,-39.2254856,14.90794437,1.042435208,-1.042435208,1.33,0.093,-0.093,344.2081643,29.55804181,-27.96889978,1.083,0.093,-0.088,0,1,109.4,4.9546416,154.1243085,-3.5e-06,3.5e-06,1436.033837,9239379367.0,0.061801869,0.3,2.3,16063.03734,0.08,1,87.03,-0.93,0.93,0.034,-0.024,0.045,0,109.0,-55.0,170.0,5446.63493,0.0003,-0.0003,0,5449.112251,17130.11869,0.579,0.013,-0.026,1,2008,Ariel,120.97220820069316,15.791441806597595,0.0001712954981215869,154.12430845000006
58,57,KELT-18 b,KELT-18 b,1.0,12.2715707,23.98163121,1.0,1.130020584,2.246398952,Eclipse,1,1,2,0,0,0,1.52,-0.07,0.07,6670.0,-120.0,120.0,1.91,-0.04,0.04,321.376,-2.47,2.509,4.06,-0.01,0.01,Gaia DR2 1612165353793791488,9.272,9.454001,9.21,10.16,10.1036,9.135,0,0.09,-0.13,0.13,[Fe/H],1.9,-0.2,0.2,F4 V,216.5238248,59.4442735,17.59809975,0.470777191,-0.403523306,1.57,0.042,-0.036,375.0375198,34.96112473,-34.96112473,1.18,0.11,-0.11,0,1,127.0,2.8717518,156.9960603,-2.8e-06,2.8e-06,2015.929666,6801589916.0,0.045495585,0.3,2.3,16779.04027,0.102,1,88.86,-1.2,0.79,0.0,,,0,,,,7542.52504,0.00039,-0.00039,0,7543.960916,0.0,0.716,0.015,-0.015,1,2017,Ariel,106.67649680528908,12.347507880745303,0.0002388674662623475,156.99606025000006
59,58,WASP-127 b,WASP-127 b,1.0,1.0,1.0,1.0,1.147439651,2.275262516,Transit,1,1,1,0,0,0,0.95,-0.02,0.02,5620.0,-85.0,85.0,1.33,-0.03,0.03,159.507,-1.191,1.21,4.18,-0.01,0.01,Gaia DR2 3778075717162985600,8.738,9.092,8.641,10.148,10.054,8.621,0,-0.193,-0.014,0.014,[M/H],11.41,-1.8,1.8,,160.5587646,-3.8349989,14.69497374,0.280224518,-0.325060441,1.311,0.025,-0.029,52.34633857,6.801527901,-5.466648593,0.1647,0.0214,-0.0172,0,1,22.0,4.17806203,161.1741223,-5.3e-07,8.8e-07,1352.816831,7466592285.0,0.049943761,0.3,2.3,15166.83018,0.29,1,87.84,-0.33,0.36,0.0,,,0,,,,6776.62124,0.00023,-0.00028,0,6778.710271,0.0,1.021,0.005,-0.01,1,2016,Ariel,127.24898567798282,2.4716377820442177,0.00021870110647162342,161.17412228000006
60,59,HAT-P-69 b,HAT-P-69 b,5.437631621,76.31752046,149.3250259,1.0,1.17840557,2.328758322,Eclipse,1,1,2,0,0,0,1.65,-0.03,0.06,7394.0,-600.0,360.0,1.93,-0.03,0.06,341.263,-4.969,5.116,4.11,-0.06,0.03,Gaia DR2 3080104185367102592,9.293,9.373,9.28,9.774,9.77332,9.221,0,-0.069,-0.075,0.058,[Fe/H],1.27,-0.44,0.28,,130.5056385,3.7105662,18.78625171,0.571658017,-0.369896364,1.676,0.051,-0.033,1137.825696,184.3404758,-184.3404758,3.58,0.58,-0.58,0,1,309.0,4.7869491,165.9610714,-2.1e-06,1.8e-06,1868.87504,9827246151.0,0.065734088,0.3,2.3,18507.85219,0.366,1,87.19,-0.72,0.52,0.0,,,0,,,,8495.78861,0.00072,-0.00073,0,8498.182085,0.0,0.7627,,,1,2019,Ariel,91.3545537534282,32.87241473658432,0.00018607357993527263,165.96107138000005
61,60,WASP-87 b,WASP-87 b,4.710517889,74.24146825,145.5031947,1.0,1.234966858,2.460147503,Eclipse,1,1,2,0,0,0,1.2,-0.09,0.09,6450.0,-120.0,120.0,1.63,-0.06,0.06,298.392,-3.536,3.622,4.16,-0.09,0.09,Gaia DR2 6077185317188247936,9.593,9.832,9.552,10.727,10.7091,9.4,0,,,,,,,,,185.3246821,-52.8408163,15.52443831,0.672538844,-0.672538844,1.385,0.06,-0.06,692.8659264,47.67426099,-47.67426099,2.18,0.15,-0.15,0,1,325.0,1.682795,167.6438664,-1.9e-06,1.9e-06,2238.559601,4401957756.0,0.029444533,0.3,2.3,10874.99802,0.604,1,81.07,-0.63,0.63,0.0,,,0,,,,7082.07656,0.00021,-0.00021,0,7082.917957,0.0,0.765,0.013,-0.013,1,2016,Ariel,118.03139695368456,29.31254699493465,0.0003470343608248124,167.64386638000005
62,61,TOI-1333 b,TOI-1333 b,5.133356961,60.09948347,116.5494007,1.0,1.28316656,2.51615699,Eclipse,1,1,3,0,0,0,1.46,-0.08,0.08,6274.0,-97.0,97.0,1.93,-0.06,0.06,200.492,-1.188,1.202,4.03,-0.03,0.03,Gaia DR2 1978027916667478656,8.397,8.485,8.272,9.438,9.35039,7.609,0,0.119,-0.077,0.078,[Fe/H],2.33,-0.56,0.71,,325.0145363,48.4067674,15.6477371,0.627702921,-0.605284959,1.396,0.056,-0.054,753.2533236,76.27881758,-76.27881758,2.37,0.24,-0.24,0,1,223.0,4.720219,172.3640854,-1.1e-05,1.1e-05,1626.045649,9346672613.0,0.062519549,0.3,2.3,17742.34619,0.504,1,85.7,-0.65,1.3,0.073,-0.052,0.092,0,105.0,-40.0,64.0,8913.37033,0.00045,-0.00045,0,8915.730439,20434.27871,0.555,0.021,-0.021,2,2021,Ariel,97.65662633531161,31.367081978667713,0.00013546513162637127,172.36408538000006
63,62,WASP-97 b,WASP-97 b,1.903249077,29.16652734,57.14398408,1.0,1.321141179,2.600865673,Eclipse,1,1,3,0,0,0,1.18,-0.24,0.24,5640.0,-100.0,100.0,1.08,-0.06,0.06,151.068,-0.507,0.511,4.45,-0.08,0.08,Gaia DR2 4911563216311083392,9.07,9.407,9.03,10.57,10.4238,8.955,0,0.23,,,[Fe/H],4.8,-1.6,2.1,G5,24.6051389,-55.7720006,12.77823803,0.672538844,-0.672538844,1.14,0.06,-0.06,420.4869819,18.11621918,-17.79839077,1.323,0.057,-0.056,0,1,195.5,2.07276,174.4368454,-1e-06,1e-06,1490.562066,5029884296.0,0.033644711,0.3,2.3,9271.036875,0.23,1,88.0,-1.15,1.15,0.0,,,0,,,,7186.454,0.00015,-0.00015,0,7187.49038,0.0,1.2,0.02,-0.02,1,2014,Ariel,143.77629031248082,26.25709956900334,0.0002996687413924413,174.43684538000005
64,63,K2-31 b,K2-31 b,4.198986542,69.34548075,136.1449343,1.0,1.336385051,2.632995297,Eclipse,1,1,3,0,0,0,0.91,-0.06,0.06,5280.0,-70.0,70.0,0.78,-0.07,0.07,110.527,-0.712,0.72,4.6,-0.07,0.07,Gaia DR2 6050191241556876672,8.942,9.318,8.866,10.802,10.5371,8.817,0,0.08,-0.05,0.05,[Fe/H],,,,G7 V,245.4405531,-23.548273,11.88151957,3.923143256,-3.923143256,1.06,0.35,-0.35,563.8275933,25.10844412,-25.10844412,1.774,0.079,-0.079,0,1,350.9,1.25785,175.6946954,-2e-06,2e-06,1462.69507,3306214402.0,0.022115147,0.3,2.3,3353.321915,0.975,1,79.9,-0.8,0.8,0.0,,,0,,,,7191.70889,0.00024,-0.00024,0,7192.337815,0.0,0.716,0.024,-0.024,1,2016,Ariel,269.1249755891115,40.722880932725246,0.0005453523234162364,175.69469538000004
65,64,WASP-62 b,WASP-62 b,1.0,2.73454439,5.347051552,1.0,1.383246601,2.748543331,Eclipse,1,1,3,0,0,0,1.11,-0.25,0.25,6230.0,-80.0,80.0,1.23,-0.08,0.08,175.631,-0.586,0.59,4.45,-0.1,0.1,Gaia DR2 4756649415309914240,9.008,9.272,8.944,10.213,10.0721,8.896,0,0.04,,,[Fe/H],2.6,-0.7,0.5,,87.1398205,-63.9883286,14.79585456,0.896718458,-0.896718458,1.32,0.08,-0.08,180.5265349,13.66662148,-13.34879308,0.568,0.043,-0.042,0,1,60.8,4.41195,180.1066454,-3e-06,3e-06,1379.957366,8155038720.0,0.054548754,0.3,2.3,13797.76799,0.25,1,88.3,-0.75,0.75,0.0,,,0,,,,8427.55327,4e-05,-4e-05,0,8429.759245,0.0,1.2,0.02,-0.02,1,2012,Ariel,120.43734714966341,8.408084794177078,0.0002228694647426073,180.10664538000003
66,65,KELT-10 b,KELT-10 b,1.0,3.607346633,7.062465322,1.0,1.439567525,2.863612629,Eclipse,1,1,3,0,0,0,1.11,-0.06,0.06,5948.0,-74.0,74.0,1.21,-0.04,0.05,188.404,-2.132,2.182,4.32,-0.03,0.02,Gaia DR2 6710517793025165696,9.388,9.693,9.338,10.617,10.7009,9.305,0,0.09,-0.1,0.11,[Fe/H],4.5,-0.7,0.7,G0 V,284.5483823,-47.0033072,15.68136404,0.77341967,-0.549240056,1.399,0.069,-0.049,215.8054881,12.39530786,-12.07747945,0.679,0.039,-0.038,0,1,80.0,4.1662739,184.2729193,-6.3e-06,6.3e-06,1331.934801,7849419106.0,0.052504476,0.3,2.3,13480.47478,0.23,1,88.61,-0.74,0.86,0.0,,,0,,,,7066.72045,0.00027,-0.00027,0,7068.803587,0.0,1.416,0.034,-0.029,1,2016,Ariel,115.55460990040942,8.9481025939136,0.000263765740569523,184.27291928000002
67,66,HAT-P-7 b,HAT-P-7 b,3.260665063,49.2371659,96.37304267,1.0,1.449097775,2.883595533,Eclipse,1,1,3,0,0,0,1.56,-0.68,0.68,6389.0,-17.0,17.0,2.0,-0.28,0.28,341.079,-2.397,2.431,4.07,-0.06,0.06,Gaia DR2 2129256395211984000,9.344,9.555,9.334,10.481,10.3654,9.275,0,0.26,,,[Fe/H],2.07,-0.23,0.28,,292.24719,47.9695429,16.9255609,2.353885953,-2.353885953,1.51,0.21,-0.21,573.9981023,11.44182264,-11.44182264,1.806,0.036,-0.036,0,1,211.9,2.20474,186.4776593,-1.7e-05,1.7e-05,2148.64046,5752338488.0,0.038477181,0.3,2.3,14153.99828,0.496,1,83.11,-0.03,0.03,0.0,,,0,204.0,-89.0,53.0,4954.358572,4e-06,-4e-06,0,4955.460942,0.0,0.6,0.0005,-0.0005,1,2008,Ariel,98.15635330525502,20.429628104513657,0.00025483805783284915,186.47765928
68,67,WASP-101 b,WASP-101 b,1.0,2.233449232,4.374926821,1.0,1.520345163,3.000246681,Eclipse,1,2,3,0,0,0,1.41,-0.3,0.3,6380.0,-120.0,120.0,1.31,-0.08,0.08,201.224,-1.139,1.152,4.31,-0.08,0.08,Gaia DR2 2924661867160818304,9.124,9.334,9.075,10.336,10.138,9.041,0,0.2,,,[Fe/H],1.14,-0.65,0.7,F6,98.3511016,-23.486086,16.02884245,1.008808266,-1.008808266,1.43,0.09,-0.09,157.9607181,15.57359192,-15.25576352,0.497,0.049,-0.048,0,1,54.3,3.58572,190.0633793,-4e-06,4e-06,1501.700897,7691692845.0,0.05144945,0.3,2.3,9754.435574,0.736,1,85.0,-0.2,0.2,0.0,,,0,,,,6297.36537,0.00019,-0.00019,0,6299.15823,0.0,1.3,0.02,-0.02,1,2014,Ariel,132.05581622178622,6.268749609859834,0.0002573340146843246,190.06337928000002
69,68,HAT-P-49 b,HAT-P-49 b,2.551171669,38.05249673,74.39608741,1.0,1.641280024,3.264643449,Eclipse,1,2,3,0,0,0,2.22,-0.83,0.83,6820.0,-52.0,52.0,2.06,-0.23,0.23,350.351,-3.482,3.552,4.1,-0.04,0.04,Gaia DR2 1835842749465226368,9.399,9.55,9.346,10.205,10.2071,9.308,0,0.07,,,[Fe/H],1.5,-0.2,0.2,F,305.4413294,26.6926759,17.82227936,2.017616532,-2.017616532,1.59,0.18,-0.18,562.5562797,69.92224945,-69.92224945,1.77,0.22,-0.22,0,1,195.0,2.69155,192.7549293,-6e-06,6e-06,2053.591677,7390672182.0,0.049435934,0.3,2.3,14796.98448,0.34,1,86.2,-1.7,1.7,0.0,,,0,0.0,,,7077.8963,0.0005,-0.0005,0,7079.242075,0.0,0.63,0.03,-0.03,1,2014,Ariel,88.52628713450899,18.058248590986768,0.0002089535422245356,192.75492928000003
70,69,WASP-80 b,WASP-80 b,1.0,2.114062339,4.203009447,1.0,1.6885573,3.271208712,Eclipse,1,2,3,0,0,0,0.58,-0.05,0.05,4143.0,-94.0,92.0,0.59,-0.02,0.02,49.7876,-0.11605,0.11605,4.66,-0.02,0.02,Gaia DR2 4223507222112425344,8.513,9.218,8.351,11.841,11.273,8.296,0,-0.13,-0.17,0.15,[Fe/H],7.0,-7.0,7.0,K7-M0 V,303.1667996,-2.1444369,11.19777175,0.336269422,-0.347478403,0.999,0.03,-0.031,171.6273396,11.44182264,-11.12399423,0.54,0.036,-0.035,0,1,110.0,3.06785234,195.8227816,-7.9e-07,8.3e-07,799.3688362,5155414785.0,0.03448438,0.3,2.3,7760.79195,0.215,1,89.02,-0.1,0.11,0.002,-0.002,0.01,0,94.0,-21.0,120.0,6487.425006,2.3e-05,-2.5e-05,0,6488.958932,7791.821406,2.937,0.013,-0.013,1,2012,Ariel,207.63303550063475,13.955949616702869,0.00043762321808839776,195.82278162000003
71,70,Qatar-2 b,Qatar-2 b,6.420293162,105.9741418,208.5249048,1.0,1.688966277,3.286060058,Eclipse,1,2,3,0,0,0,0.74,-0.02,0.02,4645.0,-50.0,50.0,0.78,-0.01,0.01,181.374,-1.203,1.218,4.53,-0.01,0.01,Gaia DR2 3620030644476623616,10.794,11.35,10.619,13.443,13.0276,10.563,0,0.02,-0.08,0.08,[m/H],5.0,,,,207.6554928,-6.8040714,14.05606184,0.14571675,-0.14571675,1.254,0.013,-0.013,783.7648507,19.70536121,-19.70536121,2.466,0.062,-0.062,0,1,560.9,1.33711647,197.1598981,-2.6e-07,2.6e-07,1305.049779,3214312116.0,0.021500415,0.3,2.3,7242.356128,0.115,1,86.12,-0.08,0.08,0.0,,,0,,,,5624.267096,8.7e-05,-8.7e-05,0,5624.935654,0.0,3.3335,0.0041,-0.004,1,2011,Ariel,160.4015693576675,40.447772428778975,0.0007852881321319734,197.15989809000004
72,71,WASP-173 A b,WASP-173 A b,18.90758998,308.9329072,606.380926,1.0,1.68582226,3.341222566,Eclipse,1,2,3,0,0,0,1.05,-0.08,0.08,5800.0,-140.0,140.0,1.11,-0.05,0.05,232.98,-1.763,1.79,4.37,-0.03,0.03,Gaia DR2 2323985539482908416,10.084,10.374,10.002,11.15,11.3975,9.96,0,0.16,-0.14,0.14,,6.78,-2.93,2.93,G3,354.1686959,-34.6113042,13.45077688,0.672538844,-0.672538844,1.2,0.06,-0.06,1137.825696,57.20911319,-57.20911319,3.58,0.18,-0.18,0,1,592.0,1.38665318,198.5465513,-2.7e-07,2.7e-07,1811.719976,3700607126.0,0.024753225,0.3,2.3,8311.809253,0.4,1,85.2,-1.1,1.1,0.0,,,0,,,,7288.8585,0.0002,-0.0002,0,7289.551827,0.0,1.23,0.02,-0.02,1,2018,Ariel,128.06831824991335,64.12348892854978,0.00044345282074863474,198.54655127000004
73,72,WASP-123 b,WASP-123 b,1.0,11.66506689,22.85462645,1.0,1.701581599,3.346260443,Eclipse,1,2,3,0,0,0,1.17,-0.06,0.06,5740.0,-130.0,130.0,1.28,-0.05,0.05,197.996,-2.993,3.083,4.29,-0.03,0.03,Gaia DR2 6756148659453907200,9.457,9.799,9.362001,11.03,10.8999,9.306,0,0.18,-0.08,0.08,[Fe/H],6.9,-1.4,1.4,G5,289.4792124,-32.8601244,14.7734366,0.728583748,-0.728583748,1.318,0.065,-0.065,285.7277375,11.44182264,-11.44182264,0.899,0.036,-0.036,0,1,114.2,2.9776412,201.5241925,-2.3e-06,2.3e-06,1465.719511,6385695081.0,0.042713679,0.3,2.3,11113.13515,0.53,1,85.74,-0.55,0.55,0.0,,,0,,,,6845.17082,0.00039,-0.00039,0,6846.659641,0.0,1.11,0.027,-0.027,1,2016,Ariel,111.76412548638984,13.34828530802312,0.000266780610556771,201.52419247000003
74,73,KELT-15 b,KELT-15 b,1.0,15.08566862,29.55691007,1.0,1.764512321,3.481139937,Eclipse,1,2,3,0,0,0,2.06,-0.75,0.75,6003.0,-54.0,54.0,1.78,-0.21,0.21,324.683,-2.442,2.479,4.17,-0.03,0.03,Gaia DR2 5489780919480009472,9.919,10.205,9.854,11.39,11.0694,9.787,0,0.05,,,[Fe/H],,,,,117.4149764,-52.1204471,19.50362647,2.241796146,-2.241796146,1.74,0.2,-0.2,416.3552126,136.6662148,-136.6662148,1.31,0.43,-0.43,0,1,110.0,3.32944,204.8536325,-1.6e-05,1.6e-05,1584.890153,8306814555.0,0.055563977,0.3,2.3,14830.87955,0.2,1,88.3,-1.45,1.45,0.0,,,0,,,,8564.05392,0.0002,-0.0002,0,8565.71864,0.0,1.0,0.043,-0.043,1,2016,Ariel,86.89054490266379,11.16013398473488,0.00025649366049043887,204.85363247000004
