,Unnamed: 0,Star Name,Planet Name,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Cumulative time (days),Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Telescope,ESM,pl_g,ASM,cumulative days
94,121,WASP-41 b,WASP-41 b,1.272116583,20.5205538,40.25948536,1.0,3.179322409,6.294285414,Eclipse,1,3,6,0,0,0,0.81,-0.15,0.15,5545.0,-33.0,33.0,0.83,-0.04,0.04,163.371,-1.052,1.067,4.53,-0.05,0.05,Gaia DR2 6160877943251930368,9.752,10.096,9.677,11.632,11.2823,9.646,0,0.06,,,[Fe/H],1.2,-0.2,1.1,,190.6188034,-30.6398176,12.3298788,0.560449037,-0.560449037,1.1,0.05,-0.05,299.0765306,20.65884643,-20.34101802,0.941,0.065,-0.064,0,1,139.2,3.0524,372.6650107,-1e-06,1e-06,1202.269147,5743200120.0,0.038416054,0.3,2.3,9569.550804,0.1,1,89.4,-0.3,0.3,0.0,,,0,,,,5996.67927,0.0001,-0.0001,0,5998.20547,0.0,1.9,0.01,-0.01,1,2012,Ariel,116.77947688211094,20.058611301939628,6.193627777892588,266.0528615325
95,129,WASP-163 b,WASP-163 b,8.21102211,136.1214598,267.204349,1.0,3.480690861,6.845257125,Eclipse,1,3,7,0,0,0,0.97,-0.15,0.15,5500.0,-200.0,200.0,1.01,-0.07,0.07,261.386,-3.564,3.663,4.41,-0.04,0.04,Gaia DR2 4334991786994866304,10.288,10.673,10.147,12.663,12.2511,10.024,0,-0.34,-0.21,0.21,[Fe/H],,,,,256.5375549,-10.4130071,13.47319484,1.087271131,-1.087271131,1.202,0.097,-0.097,594.3391203,66.74396538,-66.74396538,1.87,0.21,-0.21,0,1,329.0,1.6096884,399.4887996,-1.5e-06,1.5e-06,1580.046638,3980916798.0,0.026628206,0.3,2.3,8082.227789,0.448,1,85.42,-0.85,1.1,0.0,,,0,,,,7918.462,0.0004,-0.0004,0,7919.266844,0.0,1.417,0.067,-0.067,1,2018,Ariel,124.10760539316855,33.38330118914717,6.175330301590725,267.8496385387269
96,326,AU Mic b,AU Mic b,1.0,1.363524543,2.301135939,20.53383495,40.45154108,71.19229732,Transit,1,1,2,0,0,0,0.5,-0.03,0.03,3700.0,-100.0,100.0,0.75,-0.03,0.03,9.7221,-0.004625,0.004625,4.39,-0.03,0.03,Gaia DR2 6794047652729201024,4.831,5.436,4.529,8.81,7.84038,4.449,0,,,,,0.022,-0.003,0.003,M1,311.2911369,-31.34245,4.068860005,0.168134711,-0.168134711,0.363,0.015,-0.015,17.00064147,4.999440836,-4.999440836,0.05349,0.01573,-0.01573,0,1,8.5,8.463,1193.547166,-2e-06,2e-06,626.4279341,9650967990.0,0.06455497,0.1,2.3,13016.35933,0.18,1,89.5,-0.3,0.3,0.0,,,0,,,,8330.39051,0.00015,-0.00015,0,8334.62201,0.0,,,,2,2020,Ariel,58.88061062514412,10.470223621011103,6.123976634706253,276.61394315284724
97,142,TOI-905 b,TOI-905 b,1.0,10.94467791,21.47566422,1.0,4.209456257,8.34067308,Eclipse,1,4,8,0,0,0,0.97,-0.07,0.06,5570.0,-140.0,150.0,0.92,-0.04,0.04,158.649,-0.718,0.725,4.5,-0.03,0.03,Gaia DR2 5795534040654879744,9.51,9.89,9.448,11.08,11.0813,9.372,0,0.14,-0.18,0.22,[Fe/H],3.4,-2.3,3.8,,227.6586754,-71.3616316,13.12571644,0.594075979,-0.571658017,1.171,0.053,-0.051,211.9915472,13.34879308,-13.03096467,0.667,0.042,-0.041,0,1,89.1,3.739494,443.5214447,-3.8e-05,3.8e-05,1153.113252,6982813642.0,0.046707784,0.3,2.3,7382.41941,0.816,1,85.68,-0.26,0.22,0.024,-0.017,0.025,0,39.0,-82.0,61.0,8643.30898,0.0002,-0.0002,0,8645.178727,7608.842777,1.718,0.032,-0.03,2,2020,Ariel,109.89675419631484,12.546097356701685,6.071540747775491,280.5243264910417
98,47,WASP-178 b,WASP-178 b,1.0,6.004050428,11.79428038,1.0,1.0,1.879806757,Eclipse,1,1,2,0,0,0,2.07,-0.11,0.11,9360.0,-150.0,150.0,1.67,-0.07,0.07,427.678,-10.786,11.35,4.31,-0.04,0.04,Gaia DR2 6003809889735481856,9.735,9.775,9.703,9.946,9.91226,9.67,0,0.21,-0.16,0.16,[Fe/H],0.43,-0.25,0.31,A1 IV-V,227.270329,-42.7049658,20.28825512,1.008808266,-1.008808266,1.81,0.09,-0.09,448.1380533,136.6662148,-162.0924874,1.41,0.43,-0.51,0,1,123.0,3.3448285,130.5054928,-1.2e-06,1.2e-06,2388.0138,8345851732.0,0.055825095,0.3,2.3,12472.51912,0.54,1,85.7,-0.6,0.6,0.0,,,0,,,,6927.06839,0.00047,-0.00047,0,6928.740804,0.0,1.243,0.028,-0.028,1,2019,Ariel,128.98155684104543,11.10090976484059,6.04578585075763,284.15787071141204
99,154,WASP-8 b,WASP-8 b,4.556199592,56.59123865,110.0615668,1.0,4.838730952,9.881817709,Eclipse,1,5,10,0,0,0,1.34,-0.26,0.26,5600.0,-80.0,80.0,1.03,-0.04,0.04,89.9606,-0.3618,0.3648,4.5,-0.1,0.1,Gaia DR2 2312679845530628096,8.218,8.501,8.086,9.789,9.61249,7.908,0,0.17,,,[Fe/H],4.0,-1.0,1.0,G8 V,359.9008737,-35.0313349,12.66614823,0.560449037,-0.560449037,1.13,0.05,-0.05,677.6101629,25.42627253,-25.74410093,2.132,0.08,-0.081,0,1,221.65,8.15872,486.8608642,-1.5e-05,1.5e-05,896.1985848,13082204443.0,0.087506384,0.3,2.3,11486.34309,0.604,1,88.55,-0.16,0.16,0.31,0.0,0.0,0,274.215,-0.082,0.084,4679.33394,0.0005,-0.00043,0,4683.4133,6061.289952,1.3,0.032,-0.032,1,2010,Ariel,89.52385601190699,43.06524506360817,6.0439817261830875,292.5824782829398
100,79,XO-7 b,XO-7 b,1.0,7.950361579,15.5765886,1.0,1.827746559,3.620987508,Eclipse,1,2,4,0,0,0,1.41,-0.06,0.06,6250.0,-100.0,100.0,1.48,-0.02,0.02,234.149,-1.181,1.194,4.25,-0.02,0.02,Gaia DR2 2303332931542914048,9.308,9.557,9.241,10.521,10.4575,9.16,0,0.432,-0.057,0.057,[Fe/H],1.18,-0.71,0.98,G0 V,277.4780753,85.2333208,15.38993054,0.291433499,-0.291433499,1.373,0.026,-0.026,225.3403403,10.80616582,-10.80616582,0.709,0.034,-0.034,0,1,80.5,2.8641424,223.3085179,-4.3e-06,4.3e-06,1685.253526,6621668299.0,0.044292096,0.3,2.3,10251.00367,0.709,1,83.45,-0.29,0.29,0.038,-0.033,0.033,0,,,,7917.47503,0.00045,-0.00045,0,7918.907101,0.0,0.909,0.018,-0.018,1,2019,Ariel,109.42948775617849,9.700670878986832,6.00453779455002,295.68391243456017
101,144,TrES-1 b,TrES-1 b,1.0,12.99497411,25.49136793,1.0,4.334748902,8.570451311,Eclipse,1,4,9,0,0,0,1.04,-0.19,0.19,5230.0,-50.0,50.0,0.85,-0.05,0.05,159.658,-0.73,0.736,4.57,-0.01,0.01,Gaia DR2 2098964849867337856,9.887,10.294,9.819,11.424,11.5565,9.755,0,0.02,,,[Fe/H],3.7,-2.8,3.4,K0 V,286.0408755,36.632536,12.66614823,0.672538844,-0.672538844,1.13,0.06,-0.06,221.5263994,8.899195385,-8.581366978,0.697,0.028,-0.027,0,1,106.7,3.03007,449.1010698,-8e-06,8e-06,1103.427487,6211705641.0,0.041549871,0.3,2.3,8902.273179,0.191,1,90.0,-0.05,0.05,0.0,,,0,,,,3186.806341,5.1e-05,-5.1e-05,0,3188.321376,0.0,1.8,0.0091,-0.0091,1,2004,Ariel,99.8771098272695,14.079022424641131,5.973678386209589,298.92005357296296
102,151,K2-29 b,K2-29 b,1.0,11.24718921,22.07122978,1.0,4.542919713,9.052021959,Eclipse,1,5,9,0,0,0,0.94,-0.02,0.02,5358.0,-38.0,38.0,0.86,-0.01,0.01,178.475,-1.301,1.32,4.54,-0.01,0.01,Gaia DR2 150054788545735424,10.168,10.622,10.062,12.532,12.2008,10.095,0,0.16,-0.03,0.03,[Fe/H],2.6,-1.2,1.2,G7 V,62.670422,24.4016558,13.33868707,0.224179615,-0.224179615,1.19,0.02,-0.02,213.421775,12.71313626,-12.71313626,0.6715,0.04,-0.04,0,1,0.0,3.2588321,472.4142092,-1.9e-06,1.9e-06,1128.666724,6304470081.0,0.042170368,0.3,2.3,8377.879156,0.58,1,86.656,-0.08,0.11,0.066,-0.022,0.022,0,132.0,-21.0,21.0,3219.0095,0.0022,-0.0022,0,3220.638916,9242.095914,1.9011,0.0053,-0.0055,1,2016,Ariel,98.30029627869372,12.230626497266764,5.952696724938726,302.3728180608333
103,46,HAT-P-60 b,HAT-P-60 b,1.0,2.179299133,4.228534353,1.0,1.0,1.870859317,Eclipse,1,1,2,0,0,0,1.44,-0.01,0.01,6212.0,-26.0,26.0,2.2,-0.02,0.03,233.22,-2.627,2.687,3.91,-0.01,0.01,Gaia DR2 359678187913760384,8.396,8.677,8.368,9.727,9.56355,8.308,0,0.037,-0.037,0.037,[Fe/H],2.765,-0.056,0.042,,28.2825719,52.0539209,18.28184757,0.269015538,-0.269015538,1.631,0.024,-0.024,182.4335054,12.07747945,-12.07747945,0.574,0.038,-0.038,0,1,54.1,4.7947813,127.1606643,-2.4e-06,2.4e-06,1713.885725,9401518662.0,0.062886412,0.3,2.3,18164.20283,0.668,1,83.75,-0.17,0.17,0.0,,,1,,,,8360.94029,0.00056,-0.00056,0,8363.337681,0.0,0.665,4.3e-05,-4.3e-05,1,2021,Ariel,108.08476569207019,5.5654537733162766,5.941370437300795,307.58806701893513
104,36,HAT-P-67 b,HAT-P-67 b,1.0,1.0,1.0,1.0,1.0,1.372572717,Transit,1,1,1,0,0,0,1.64,-0.07,0.15,6406.0,-61.0,65.0,2.55,-0.08,0.1,371.686,-3.497,3.563,3.85,-0.02,0.01,Gaia DR2 1358614983131339392,8.961,9.145001,8.9,10.106,9.97496,8.856,0,-0.08,-0.05,0.05,[Fe/H],1.24,-0.22,0.27,,256.6107279,44.7768849,23.37072482,1.07606215,-0.795837632,2.085,0.096,-0.071,108.0616582,79.45710165,-60.38739725,0.34,0.25,-0.19,0,1,36.0,4.8101025,96.61950033,-3.3e-07,4.3e-07,1860.033202,9838951426.0,0.065812384,0.3,2.3,25853.09549,0.12,1,88.8,-1.3,1.1,0.0,,,0,,,,5961.38467,0.00076,-0.00064,0,5963.789721,0.0,,,,1,2017,Ariel,112.88937000338052,2.017267110995451,5.911188386180493,312.99662080342586
105,83,HAT-P-16 b,HAT-P-16 b,18.92840082,298.1352828,584.5775536,1.0,1.983174166,3.917863311,Eclipse,1,2,4,0,0,0,1.22,-0.04,0.04,6158.0,-80.0,80.0,1.24,-0.05,0.05,226.637,-4.305,4.471,4.34,-0.03,0.03,Gaia DR2 381592313648387200,9.623,9.85,9.553001,10.911,10.7568,9.506,0,0.17,-0.08,0.08,[Fe/H],2.0,-0.8,0.8,F8,9.5730343,42.4630961,14.44837616,0.739792728,-0.739792728,1.289,0.066,-0.066,1341.553704,29.24021341,-29.24021341,4.221,0.092,-0.092,0,1,534.6,2.77596,235.891893,-3e-06,3e-06,1573.289259,6179595657.0,0.041335088,0.3,2.3,10861.15286,0.439,1,86.6,-0.7,0.7,0.036,-0.004,0.004,0,214.0,-8.0,8.0,5027.59293,0.00031,-0.00031,0,5028.98091,10432.49168,1.147,0.03,-0.029,1,2010,Ariel,108.24085764221373,65.52486381287135,5.861764405015863,316.0239963788888
106,89,TOI-1789 b,TOI-1789 b,1.0,12.47963506,24.40033986,1.0,2.224988356,4.415435213,Eclipse,1,2,4,0,0,0,1.51,-0.14,0.06,5991.0,-55.0,55.0,2.17,-0.03,0.04,229.067,-2.34,2.388,3.94,-0.04,0.02,Gaia DR2 646125297938578944,8.41,8.672,8.345,9.721,9.58439,8.297,0,0.373,-0.086,0.071,[Fe/H],2.73,-0.51,1.3,F,142.743406,26.5399951,16.14093225,2.690155375,-1.569257302,1.44,0.24,-0.14,222.4798846,50.85254506,-50.85254506,0.7,0.16,-0.16,0,1,72.0,3.208664,253.003763,-1.5e-05,1.5e-05,1862.00441,7307572342.0,0.048880083,0.3,2.3,8082.691667,0.972,1,78.41,-0.58,0.36,0.0,,,0,,,,8873.65374,0.00062,-0.00062,0,8875.258072,0.0,0.463,0.16,-0.08,2,2021,Ariel,103.95992495891814,8.707022472452056,5.836941264610535,319.4197597230323
107,168,TOI-564 b,TOI-564 b,14.86928984,247.7651843,486.5957723,1.0,6.233379432,12.33108978,Eclipse,1,6,12,0,0,0,1.0,-0.06,0.07,5640.0,-37.0,34.0,1.09,-0.01,0.01,199.581,-1.253,1.27,4.36,-0.03,0.03,Gaia DR2 5710154317045164416,9.71,10.044,9.604,11.097,11.1424,9.562,0,0.143,-0.078,0.076,[Fe/H],7.3,-3.5,3.6,,130.2951535,-16.0363275,11.43316035,7.958376319,-3.250604412,1.02,0.71,-0.29,464.9829588,31.78284066,-30.51152703,1.463,0.1,-0.096,0,1,247.0,1.651144,537.2169073,-1.8e-05,1.8e-05,1660.554472,4090294834.0,0.027359832,0.3,2.3,3892.356636,0.994,1,78.38,-0.85,0.71,0.072,-0.05,0.083,0,94.0,-35.0,32.0,8549.57554,0.00045,-0.00046,0,8550.401112,4494.757878,0.92,1.7,-0.45,2,2020,Ariel,103.73869459413784,36.26941845410617,5.761596007508005,321.16100457108786
108,126,XO-1 b,XO-1 b,1.0,15.77093426,30.93244273,1.0,3.325215182,6.523469162,Eclipse,1,3,7,0,0,0,0.88,-0.19,0.19,5750.0,-75.0,75.0,0.88,-0.05,0.05,163.553,-0.617,0.622,4.51,-0.02,0.02,Gaia DR2 1316708918505350528,9.601,9.939,9.527,11.251,11.004,9.495,0,0.02,,,[Fe/H],0.9,-1.2,2.5,G1 V,240.5492745,28.1696248,12.77823803,0.784628651,-0.784628651,1.14,0.07,-0.07,290.1773352,12.07747945,-12.07747945,0.913,0.038,-0.038,0,1,115.3,3.94153,392.7008091,-2.7e-05,2.7e-05,1162.68717,7001139988.0,0.046830368,0.3,2.3,10509.72925,0.24,1,88.81,-0.5,0.5,0.0,,,0,,,,5385.51978,5e-05,-5e-05,0,5387.490545,0.0,1.8,0.012,-0.012,1,2006,Ariel,107.43764079076988,18.11997876530616,5.756852604242794,325.3458153407638
109,57,KELT-18 b,KELT-18 b,1.0,12.2715707,23.98163121,1.0,1.130020584,2.246398952,Eclipse,1,1,2,0,0,0,1.52,-0.07,0.07,6670.0,-120.0,120.0,1.91,-0.04,0.04,321.376,-2.47,2.509,4.06,-0.01,0.01,Gaia DR2 1612165353793791488,9.272,9.454001,9.21,10.16,10.1036,9.135,0,0.09,-0.13,0.13,[Fe/H],1.9,-0.2,0.2,F4 V,216.5238248,59.4442735,17.59809975,0.470777191,-0.403523306,1.57,0.042,-0.036,375.0375198,34.96112473,-34.96112473,1.18,0.11,-0.11,0,1,127.0,2.8717518,156.9960603,-2.8e-06,2.8e-06,2015.929666,6801589916.0,0.045495585,0.3,2.3,16779.04027,0.102,1,88.86,-1.2,0.79,0.0,,,0,,,,7542.52504,0.00039,-0.00039,0,7543.960916,0.0,0.716,0.015,-0.015,1,2017,Ariel,106.67649680528908,12.347507880745303,5.751378401991988,328.6059708507175
110,66,HAT-P-7 b,HAT-P-7 b,3.260665063,49.2371659,96.37304267,1.0,1.449097775,2.883595533,Eclipse,1,1,3,0,0,0,1.56,-0.68,0.68,6389.0,-17.0,17.0,2.0,-0.28,0.28,341.079,-2.397,2.431,4.07,-0.06,0.06,Gaia DR2 2129256395211984000,9.344,9.555,9.334,10.481,10.3654,9.275,0,0.26,,,[Fe/H],2.07,-0.23,0.28,,292.24719,47.9695429,16.9255609,2.353885953,-2.353885953,1.51,0.21,-0.21,573.9981023,11.44182264,-11.44182264,1.806,0.036,-0.036,0,1,211.9,2.20474,186.4776593,-1.7e-05,1.7e-05,2148.64046,5752338488.0,0.038477181,0.3,2.3,14153.99828,0.496,1,83.11,-0.03,0.03,0.0,,,0,204.0,-89.0,53.0,4954.358572,4e-06,-4e-06,0,4955.460942,0.0,0.6,0.0005,-0.0005,1,2008,Ariel,98.15635330525502,20.429628104513657,5.743537331574448,331.13834969979155
111,94,WASP-167 b,WASP-167 b,68.65111127,1125.259213,2204.809497,1.0,2.321009348,4.624539185,Eclipse,1,2,5,0,0,0,1.59,-0.08,0.08,7000.0,-250.0,250.0,1.79,-0.05,0.05,423.552,-10.385,10.91,4.13,-0.02,0.02,Gaia DR2 6154982877299042944,9.827,9.929,9.76,10.517,10.5786,9.727,0,0.1,-0.1,0.1,[Fe/H],1.29,-0.27,0.36,F1 V,196.0437932,-35.5495292,17.71018955,0.560449037,-0.560449037,1.58,0.05,-0.05,2542.627253,0.0,0.0,8.0,0.0,0.0,1,0,0.0,2.0219596,265.9806996,-6e-07,6e-07,2285.019798,5464435916.0,0.036551411,0.3,2.3,9836.625768,0.77,1,79.9,-0.3,0.3,0.0,,,0,,,,6592.4643,0.0002,-0.0002,0,6593.47528,0.0,0.82,0.01,-0.01,1,2017,Ariel,108.49868441487743,82.65562661147062,5.681699834849851,333.38800897034713
112,116,WASP-93 b,WASP-93 b,2.257204527,37.41669756,73.38470835,1.0,2.97283417,5.912614873,Eclipse,1,3,6,0,0,0,1.33,-0.03,0.03,6700.0,-100.0,100.0,1.52,-0.04,0.04,370.284,-7.617,7.938,4.2,-0.02,0.02,Gaia DR2 415703635408772480,9.997,10.233,9.942,10.966,10.978,9.887,0,0.07,-0.17,0.17,[Fe/H],0.7,-0.65,0.65,F4,9.4587443,51.288778,17.90074223,0.863091516,-0.863091516,1.597,0.077,-0.077,467.2077577,92.17023791,-92.17023791,1.47,0.29,-0.29,0,1,174.0,2.7325321,353.1435257,-2e-06,2e-06,1877.970025,6293497178.0,0.042096971,0.3,2.3,8107.63307,0.9036,1,81.18,-0.29,0.29,0.0,,,0,0.0,,,6079.5642,0.00045,-0.00045,0,6080.930466,0.0,1.097,0.013,-0.013,1,2016,Ariel,111.16639363864898,14.86634174269336,5.6453609422551,336.3082177617823
113,198,WASP-11 b,WASP-11 b,1.0,8.354302044,16.38435315,1.0,8.091826203,15.72079419,Eclipse,1,8,16,0,0,0,1.42,-0.43,0.43,4800.0,-100.0,100.0,0.89,-0.08,0.08,124.73,-2.044,2.112,4.45,-0.2,0.2,Gaia DR2 123376685084303360,9.56,10.015,9.421,11.567,11.5535,9.373,0,0.0,,,[Fe/H],7.6,-3.0,5.8,K3 V,47.3689472,30.6733817,12.44196861,1.120898073,-1.120898073,1.11,0.1,-0.1,169.0847123,6.674396538,-6.356568132,0.532,0.021,-0.02,0,1,80.6,3.72247,661.0901066,-7e-06,7e-06,918.6150117,7904630350.0,0.052873782,0.3,2.3,9044.900907,0.054,1,89.8,-0.5,0.5,0.0,,,0,146.0,-52.0,95.0,6200.28683,9e-05,-9e-05,0,6202.148065,0.0,1.6,0.025,-0.025,1,2008,Ariel,79.54702918509732,11.136847794128888,5.6449050295091245,340.24006046796285
114,87,WASP-20 b,WASP-20 b,1.0,1.06709341,2.089444002,1.0,2.180405563,4.338214779,Transit,1,1,2,0,0,0,1.2,-0.04,0.04,5940.0,-100.0,100.0,1.39,-0.04,0.04,211.877,,,4.23,-0.02,0.02,Gaia DR2 2359978293136820864,9.417,9.701,9.39,10.675,10.6503,9.328,0,-0.008,-0.06,0.06,[Fe/H],7.0,-1.0,2.0,F9,5.1605621,-23.9357894,16.38752983,0.661329863,-0.661329863,1.462,0.059,-0.059,98.84463445,6.038739725,-5.720911319,0.311,0.019,-0.018,0,1,32.9,4.8996284,246.723377,-3.3e-06,3.3e-06,1333.209338,8975675796.0,0.060037965,0.3,2.3,12264.6735,0.718,1,85.56,-0.22,0.22,0.0,,,0,,,,5715.65562,0.00029,-0.00029,0,5718.105434,0.0,1.164,0.023,-0.023,1,2015,Ariel,93.67356515178538,3.752859048638479,5.614342012982888,345.4235933471295
115,113,HAT-P-56 b,HAT-P-56 b,4.037957365,66.1848361,129.83266,1.0,2.853645005,5.668304994,Eclipse,1,3,6,0,0,0,1.42,-0.33,0.33,6566.0,-50.0,50.0,1.47,-0.11,0.11,320.639,-5.463,5.652,3.39,-0.19,0.19,Gaia DR2 3385777286999240576,9.881,10.068,9.83,10.92,10.8245,9.799,0,0.0,,,[Fe/H],2.01,-0.35,0.35,F8,100.8480137,27.2521823,16.9255609,1.23298788,-1.23298788,1.51,0.11,-0.11,603.8739725,69.92224945,-88.99195385,1.9,0.22,-0.28,0,1,240.0,2.79083,337.5494486,-5e-06,5e-06,1777.690362,6523535295.0,0.043635688,0.3,2.3,8181.196325,0.8725,1,82.13,-0.18,0.18,0.0,,,1,,,,6774.09164,0.00011,-0.00011,0,6775.487055,0.0,1.1,0.0001,-0.0001,1,2015,Ariel,105.16404238356779,21.492964229554786,5.5740928785368355,348.4038028916897
116,157,WASP-91 b,WASP-91 b,5.201976519,83.72696869,164.2976026,1.0,5.096671533,10.16668739,Eclipse,1,5,10,0,0,0,0.84,-0.07,0.07,4920.0,-80.0,80.0,0.86,-0.03,0.03,149.942,-0.516,0.519,4.3,-0.2,0.2,Gaia DR2 6386751579018596864,9.838,10.275,9.712,11.98,11.6236,9.677,0,0.19,-0.13,0.13,[Fe/H],,,,K3,357.846434,-70.1528621,11.54525015,0.448359229,-0.448359229,1.03,0.04,-0.04,425.8900648,25.42627253,-25.42627253,1.34,0.08,-0.08,0,1,217.0,2.798581,502.9577992,-3e-06,3e-06,1110.991946,5486343509.0,0.03669795,0.3,2.3,8411.908602,0.51,1,86.8,-0.4,0.4,0.0,,,0,,,,6297.719,0.0002,-0.0002,0,6299.118291,0.0,1.5,0.03,-0.03,1,2017,Ariel,92.89648024677066,32.57819049929928,5.5654412554388,351.39710399821746
117,125,WASP-119 b,WASP-119 b,2.167785096,35.55844344,69.7891262,1.0,3.315591615,6.511664454,Eclipse,1,3,7,0,0,0,1.02,-0.06,0.06,5650.0,-100.0,100.0,1.2,-0.1,0.1,302.448,-1.991,2.017,4.26,-0.08,0.08,Gaia DR2 4672607178880426624,10.612,10.924,10.545,12.314,12.1014,10.476,0,0.14,-0.1,0.1,[Fe/H],8.0,-2.5,2.5,G5,55.9336392,-65.19378,15.69257302,2.241796146,-2.241796146,1.4,0.2,-0.2,390.9289401,25.42627253,-25.42627253,1.23,0.08,-0.08,0,1,181.0,2.49979,388.7592791,-1e-05,1e-05,1515.04997,5428756821.0,0.036312755,0.3,2.3,10632.47557,0.5,1,85.0,-2.0,2.0,0.0,,,1,,,,6537.547,0.002,-0.002,0,6538.796895,0.0,1.217,0.022,-0.018,1,2016,Ariel,89.67634481130774,16.186227851762535,5.476915587283305,354.1430161178934
118,163,HAT-P-23 b,HAT-P-23 b,19.01378112,322.141714,632.3235546,1.0,5.533461136,10.92295318,Eclipse,1,6,11,0,0,0,0.58,-0.38,0.38,5905.0,-80.0,80.0,0.96,-0.2,0.2,364.813,-4.653,4.772,4.33,-0.05,0.05,Gaia DR2 1808938730710633984,10.846,11.103,10.791,11.937,12.1741,10.748,0,0.15,,,[Fe/H],4.0,-1.0,1.0,G0,306.1239076,16.7621462,12.217789,2.578065568,-2.578065568,1.09,0.23,-0.23,626.121961,38.13940879,-38.13940879,1.97,0.12,-0.12,0,1,346.0,1.21288,522.025744,-2e-06,2e-06,1980.16174,2777063865.0,0.018575678,0.3,2.3,8666.767606,0.324,1,85.1,-1.5,1.5,0.11,-0.04,0.04,0,121.0,-9.0,11.0,7575.19549,8e-05,-8e-05,0,7575.80193,10471.26184,1.4,0.028,-0.028,1,2010,Ariel,110.2061369379686,42.7671037115525,5.47058674432578,355.55651573840265
119,73,KELT-15 b,KELT-15 b,1.0,15.08566862,29.55691007,1.0,1.764512321,3.481139937,Eclipse,1,2,3,0,0,0,2.06,-0.75,0.75,6003.0,-54.0,54.0,1.78,-0.21,0.21,324.683,-2.442,2.479,4.17,-0.03,0.03,Gaia DR2 5489780919480009472,9.919,10.205,9.854,11.39,11.0694,9.787,0,0.05,,,[Fe/H],,,,,117.4149764,-52.1204471,19.50362647,2.241796146,-2.241796146,1.74,0.2,-0.2,416.3552126,136.6662148,-136.6662148,1.31,0.43,-0.43,0,1,110.0,3.32944,204.8536325,-1.6e-05,1.6e-05,1584.890153,8306814555.0,0.055563977,0.3,2.3,14830.87955,0.2,1,88.3,-1.45,1.45,0.0,,,0,,,,8564.05392,0.0002,-0.0002,0,8565.71864,0.0,1.0,0.043,-0.043,1,2016,Ariel,86.89054490266379,11.16013398473488,5.404640426680966,359.2292631353934
120,188,WASP-36 b,WASP-36 b,16.29829441,276.9109686,543.6542121,1.0,7.31009069,14.36184773,Eclipse,1,7,14,0,0,0,1.08,-0.03,0.03,5959.0,-134.0,134.0,0.99,-0.01,0.01,386.346,-5.123,5.261,4.49,-0.01,0.01,Gaia DR2 5750936092375254016,11.353,11.609,11.294,12.836,12.6284,11.152,0,-0.26,-0.1,0.1,[Fe/H],1.4,-3.4,1.5,,131.5803897,-8.0269855,14.87431743,0.235388595,-0.235388595,1.327,0.021,-0.021,729.7340215,21.61233165,-21.29450324,2.296,0.068,-0.067,0,1,391.5,1.53736596,625.0609318,-2.4e-07,2.4e-07,1690.507208,4001511526.0,0.026765963,0.3,2.3,6785.977143,0.657,1,83.15,-0.13,0.13,0.0,,,1,,,,5569.83771,0.00046,-0.00046,0,5570.606393,0.0,1.916,0.02,-0.02,1,2011,Ariel,94.29603655836208,33.62998298075345,5.388178282621942,360.9237118996295
